transaction_id,settlement_id,match_status,anomaly_type,rule_applied,amount_delta,delay_days,confidence_level,explanation,transaction_timestamp,payment_method_x,amount_x,settlement_timestamp,settled_amount_x,transaction_ref_x,settled_amount_y,transaction_ref_y,payment_method_y,amount_y
TXN-f13afcd3-532f-4f9a-984a-9cb2a917829c,SET-d2b156b9-9aef-4eed-90d9-ebf50956a0bd,MATCHED,RECONCILED,EXACT_MATCH,0.0,2.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-14 16:43:22+00:00,credit_card,148.01,2026-04-16 00:00:00+00:00,148.01,TXN-f13afcd3-532f-4f9a-984a-9cb2a917829c,148.01,TXN-f13afcd3-532f-4f9a-984a-9cb2a917829c,credit_card,148.01
TXN-efd40e53-19e7-484a-949c-458c0de57bad,SET-2757a720-0774-4b45-91cf-732db94fc98c,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-15 10:55:39+00:00,UPI,114.75,2026-04-16 00:00:00+00:00,114.75,TXN-efd40e53-19e7-484a-949c-458c0de57bad,114.75,TXN-efd40e53-19e7-484a-949c-458c0de57bad,UPI,114.75
TXN-e690092c-2f16-4f9a-b56d-311368277763,SET-72247461-0b2c-4540-803e-83b16653f428,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-15 09:43:46+00:00,credit_card,605.43,2026-04-16 00:00:00+00:00,605.43,TXN-e690092c-2f16-4f9a-b56d-311368277763,605.43,TXN-e690092c-2f16-4f9a-b56d-311368277763,credit_card,605.43
TXN-abed90a4-7759-4eba-9503-3cccd86b049a,SET-367352ad-e678-4f7b-8de6-0f7be04d34cd,MATCHED,RECONCILED,EXACT_MATCH,0.0,3.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-13 06:48:22+00:00,net_banking,116.83,2026-04-16 00:00:00+00:00,116.83,TXN-abed90a4-7759-4eba-9503-3cccd86b049a,116.83,TXN-abed90a4-7759-4eba-9503-3cccd86b049a,net_banking,116.83
TXN-75c07b9f-b40f-4470-bc9a-2fb6383f1c8b,SET-7bb31200-58a3-40d6-840a-f0d840b2a0db,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-15 14:08:07+00:00,UPI,58.99,2026-04-16 00:00:00+00:00,58.99,TXN-75c07b9f-b40f-4470-bc9a-2fb6383f1c8b,58.99,TXN-75c07b9f-b40f-4470-bc9a-2fb6383f1c8b,UPI,58.99
TXN-ba91c6a9-74ed-4990-a62d-f481de7bfc5d,SET-a21e1e1d-00e7-4ef5-8bcb-a5f197885138,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-15 13:42:04+00:00,UPI,24.86,2026-04-16 00:00:00+00:00,24.86,TXN-ba91c6a9-74ed-4990-a62d-f481de7bfc5d,24.86,TXN-ba91c6a9-74ed-4990-a62d-f481de7bfc5d,UPI,24.86
TXN-b4bed844-bfc3-4854-99ee-5004a689c061,SET-faa3e0dd-bfd0-4b0f-9757-2190fc857a3f,MATCHED,RECONCILED,EXACT_MATCH,0.0,2.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-14 21:11:32+00:00,credit_card,4.99,2026-04-16 00:00:00+00:00,4.99,TXN-b4bed844-bfc3-4854-99ee-5004a689c061,4.99,TXN-b4bed844-bfc3-4854-99ee-5004a689c061,credit_card,4.99
TXN-c4b9bf50-6710-4333-a7b9-1b36e16b89a3,SET-a658a122-30ce-4bff-9276-26c311e025b1,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-15 18:27:14+00:00,UPI,15.23,2026-04-16 00:00:00+00:00,15.23,TXN-c4b9bf50-6710-4333-a7b9-1b36e16b89a3,15.23,TXN-c4b9bf50-6710-4333-a7b9-1b36e16b89a3,UPI,15.23
TXN-566fa0a9-69bc-488b-bc3e-ad0a5f619dcf,SET-4bc7890d-7916-4b3a-ab27-b5cd1b261b3a,DUPLICATE,DUPLICATE_SETTLEMENT,EXACT_MATCH,0.0,1.0,HIGH,Settlement replayed: SET-4bc7890d-7916-4b3a-ab27-b5cd1b261b3a matches TXN-566fa0a9-69bc-488b-bc3e-ad0a5f619dcf with amount . Original settlement exists.,2026-04-15 18:50:11+00:00,UPI,162.21,2026-04-16 00:00:00+00:00,162.21,TXN-566fa0a9-69bc-488b-bc3e-ad0a5f619dcf,162.21,TXN-566fa0a9-69bc-488b-bc3e-ad0a5f619dcf,UPI,162.21
TXN-829dc1ca-0116-4cb6-83f7-5150936ccc72,SET-1118ce1a-38be-44cf-86a4-daf5aa90fa06,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-15 21:30:32+00:00,UPI,209.0,2026-04-16 00:00:00+00:00,209.0,TXN-829dc1ca-0116-4cb6-83f7-5150936ccc72,209.0,TXN-829dc1ca-0116-4cb6-83f7-5150936ccc72,UPI,209.0
TXN-77fb2e52-a0b9-4417-86bf-d132149a2a1e,SET-230c3d11-9817-486c-927d-91e589d56492,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-15 19:30:44+00:00,credit_card,138.14,2026-04-16 00:00:00+00:00,138.14,TXN-77fb2e52-a0b9-4417-86bf-d132149a2a1e,138.14,TXN-77fb2e52-a0b9-4417-86bf-d132149a2a1e,credit_card,138.14
TXN-1d7b65d4-b8da-4104-94f0-817208e0b016,SET-62f45a65-8cf8-42c6-9461-6242c61ccf1c,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-15 21:04:03+00:00,credit_card,47.16,2026-04-16 00:00:00+00:00,47.16,TXN-1d7b65d4-b8da-4104-94f0-817208e0b016,47.16,TXN-1d7b65d4-b8da-4104-94f0-817208e0b016,credit_card,47.16
TXN-ff4e00f3-1a17-4bee-99d8-5f1ef4272c2f,SET-f79559fc-ea07-41c4-b4f8-9156be1ea191,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-15 20:31:28+00:00,wallet,531.2,2026-04-16 00:00:00+00:00,531.2,TXN-ff4e00f3-1a17-4bee-99d8-5f1ef4272c2f,531.2,TXN-ff4e00f3-1a17-4bee-99d8-5f1ef4272c2f,wallet,531.2
TXN-347f6488-d93d-4697-8e58-be0e03549f2f,SET-4700d8bd-f156-4f74-9551-c3d7c380dcc1,MATCHED,RECONCILED,EXACT_MATCH,0.0,0.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-16 22:18:43+00:00,wallet,30.02,2026-04-16 00:00:00+00:00,30.02,TXN-347f6488-d93d-4697-8e58-be0e03549f2f,30.02,TXN-347f6488-d93d-4697-8e58-be0e03549f2f,wallet,30.02
TXN-2c11cd0b-1862-4781-a5aa-6530a537ff34,SET-135d967e-036a-463f-a290-c4653d27d266,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-15 20:45:08+00:00,UPI,336.96,2026-04-16 00:00:00+00:00,336.96,TXN-2c11cd0b-1862-4781-a5aa-6530a537ff34,336.96,TXN-2c11cd0b-1862-4781-a5aa-6530a537ff34,UPI,336.96
TXN-a05abc70-3e60-4283-9a0b-23dfd7af5ade,SET-8012d22e-b8b9-4592-a63c-e7d7f36e399a,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-15 19:48:46+00:00,UPI,8.66,2026-04-16 00:00:00+00:00,8.66,TXN-a05abc70-3e60-4283-9a0b-23dfd7af5ade,8.66,TXN-a05abc70-3e60-4283-9a0b-23dfd7af5ade,UPI,8.66
TXN-839fb9de-fec2-4fc5-9354-2e7fec11cc70,SET-d981b3bc-e193-4ea5-8b64-5a8be0336853,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-15 22:43:07+00:00,UPI,58.74,2026-04-16 00:00:00+00:00,58.74,TXN-839fb9de-fec2-4fc5-9354-2e7fec11cc70,58.74,TXN-839fb9de-fec2-4fc5-9354-2e7fec11cc70,UPI,58.74
TXN-74a65cff-3bb1-4e9a-88aa-1307c5829240,SET-fa8a60c3-14e4-4b36-bc5d-7141ca1e59d4,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-15 20:45:31+00:00,credit_card,20.22,2026-04-16 00:00:00+00:00,20.22,TXN-74a65cff-3bb1-4e9a-88aa-1307c5829240,20.22,TXN-74a65cff-3bb1-4e9a-88aa-1307c5829240,credit_card,20.22
TXN-7b6802a5-2227-4a6f-ac47-d53327bf793c,SET-5fd8e12e-de90-4682-994a-1a9e67c81374,MATCHED,RECONCILED,EXACT_MATCH,0.0,0.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-16 21:17:23+00:00,UPI,139.23,2026-04-16 00:00:00+00:00,139.23,TXN-7b6802a5-2227-4a6f-ac47-d53327bf793c,139.23,TXN-7b6802a5-2227-4a6f-ac47-d53327bf793c,UPI,139.23
TXN-1f463c4d-3914-446d-86e2-e223fa1b6f7e,SET-226ac202-5583-4eba-a6be-a771aae1f246,MATCHED,RECONCILED,EXACT_MATCH,0.0,0.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-16 21:05:17+00:00,UPI,57.32,2026-04-16 00:00:00+00:00,57.32,TXN-1f463c4d-3914-446d-86e2-e223fa1b6f7e,57.32,TXN-1f463c4d-3914-446d-86e2-e223fa1b6f7e,UPI,57.32
TXN-a00056e8-50b5-4a03-a167-bfd9dca0a11b,SET-fd20466c-33fd-409a-9dde-df4f0bcf9292,MATCHED,RECONCILED,EXACT_MATCH,0.0,0.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-16 19:09:59+00:00,UPI,44.12,2026-04-16 00:00:00+00:00,44.12,TXN-a00056e8-50b5-4a03-a167-bfd9dca0a11b,44.12,TXN-a00056e8-50b5-4a03-a167-bfd9dca0a11b,UPI,44.12
TXN-fe71a686-3465-4f97-9313-e4a8637c27d9,SET-ce6fee11-4b41-4a38-9d39-f7dc8dab2de2,MATCHED,RECONCILED,EXACT_MATCH,0.0,0.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-16 10:04:40+00:00,UPI,110.65,2026-04-16 00:00:00+00:00,110.65,TXN-fe71a686-3465-4f97-9313-e4a8637c27d9,110.65,TXN-fe71a686-3465-4f97-9313-e4a8637c27d9,UPI,110.65
TXN-43a52df6-9544-4efe-91f7-a32a2ce69f23,SET-ae112fdc-9d09-4df4-bb9a-7ee3bdc5d348,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-15 19:13:48+00:00,UPI,84.39,2026-04-16 00:00:00+00:00,84.39,TXN-43a52df6-9544-4efe-91f7-a32a2ce69f23,84.39,TXN-43a52df6-9544-4efe-91f7-a32a2ce69f23,UPI,84.39
TXN-d4adf970-293e-4cae-90a1-619ae0bba591,SET-4bae1945-db51-41f5-956a-18237a7b0a1a,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-15 20:55:52+00:00,UPI,108.1,2026-04-16 00:00:00+00:00,108.1,TXN-d4adf970-293e-4cae-90a1-619ae0bba591,108.1,TXN-d4adf970-293e-4cae-90a1-619ae0bba591,UPI,108.1
TXN-f06d6a43-f111-4f73-9a84-19fbcd6eb599,SET-560c6922-878f-441b-a7e6-6bfc10593bf6,MATCHED,RECONCILED,EXACT_MATCH,0.0,0.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-16 21:27:38+00:00,wallet,70.35,2026-04-16 00:00:00+00:00,70.35,TXN-f06d6a43-f111-4f73-9a84-19fbcd6eb599,70.35,TXN-f06d6a43-f111-4f73-9a84-19fbcd6eb599,wallet,70.35
TXN-d5a0e95a-fcac-4b34-be04-101df6290cc7,SET-a31a1f89-b979-45f3-8f13-4b87ae46b115,MATCHED,RECONCILED,EXACT_MATCH,0.0,3.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-14 22:43:53+00:00,net_banking,221.26,2026-04-17 00:00:00+00:00,221.26,TXN-d5a0e95a-fcac-4b34-be04-101df6290cc7,221.26,TXN-d5a0e95a-fcac-4b34-be04-101df6290cc7,net_banking,221.26
TXN-c19f33d2-8983-4caf-b74d-38882fbfe7cd,SET-4d84621c-d2bb-4077-8701-faf720484b45,MATCHED,RECONCILED,EXACT_MATCH,0.0,2.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-15 21:40:45+00:00,net_banking,105.31,2026-04-17 00:00:00+00:00,105.31,TXN-c19f33d2-8983-4caf-b74d-38882fbfe7cd,105.31,TXN-c19f33d2-8983-4caf-b74d-38882fbfe7cd,net_banking,105.31
TXN-5fc9058d-9252-4c43-b89e-952b6084d19c,SET-41d1d400-dcb4-45a9-9c63-addcf7cfbb76,MATCHED,RECONCILED,EXACT_MATCH,0.0,2.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-15 11:15:22+00:00,net_banking,37.53,2026-04-17 00:00:00+00:00,37.53,TXN-5fc9058d-9252-4c43-b89e-952b6084d19c,37.53,TXN-5fc9058d-9252-4c43-b89e-952b6084d19c,net_banking,37.53
TXN-05c93a1e-ca93-4686-9ed0-1cefa1acfd91,SET-b6fbd1db-61f2-438c-9b18-c0ce729305c1,MATCHED,RECONCILED,EXACT_MATCH,0.0,2.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-15 21:51:16+00:00,credit_card,816.37,2026-04-17 00:00:00+00:00,816.37,TXN-05c93a1e-ca93-4686-9ed0-1cefa1acfd91,816.37,TXN-05c93a1e-ca93-4686-9ed0-1cefa1acfd91,credit_card,816.37
TXN-f0e8e48e-43aa-4030-ae73-cb2409b3753f,SET-b8dad8af-e557-4023-9a4b-a7312541954a,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-16 12:15:20+00:00,UPI,8.81,2026-04-17 00:00:00+00:00,8.81,TXN-f0e8e48e-43aa-4030-ae73-cb2409b3753f,8.81,TXN-f0e8e48e-43aa-4030-ae73-cb2409b3753f,UPI,8.81
TXN-73de2de8-f271-4acc-83a4-95abf40021db,SET-b7bfcf41-2047-4120-9e9e-96638440e60a,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-16 05:33:39+00:00,UPI,436.06,2026-04-17 00:00:00+00:00,436.06,TXN-73de2de8-f271-4acc-83a4-95abf40021db,436.06,TXN-73de2de8-f271-4acc-83a4-95abf40021db,UPI,436.06
TXN-210495d5-05a0-406e-8cdc-2d8f0eed6dfb,SET-aaf2e704-f3b1-4902-bc16-4cef07e56954,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-16 06:15:49+00:00,UPI,236.11,2026-04-17 00:00:00+00:00,236.11,TXN-210495d5-05a0-406e-8cdc-2d8f0eed6dfb,236.11,TXN-210495d5-05a0-406e-8cdc-2d8f0eed6dfb,UPI,236.11
TXN-923a9066-30a8-47fe-89ed-23598be00b9d,SET-08a75c0c-f3e4-41cb-a725-07ee5082cc12,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-16 11:48:32+00:00,credit_card,25.79,2026-04-17 00:00:00+00:00,25.79,TXN-923a9066-30a8-47fe-89ed-23598be00b9d,25.79,TXN-923a9066-30a8-47fe-89ed-23598be00b9d,credit_card,25.79
TXN-9c50f619-1e38-4492-a05a-8ee8bea73c7d,SET-2a4f5d88-fb5e-4eee-a7ba-cf56ab1a3fdb,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-16 09:58:20+00:00,credit_card,75.41,2026-04-17 00:00:00+00:00,75.41,TXN-9c50f619-1e38-4492-a05a-8ee8bea73c7d,75.41,TXN-9c50f619-1e38-4492-a05a-8ee8bea73c7d,credit_card,75.41
TXN-1d3d0b44-368b-4fe7-a548-738da4d34915,SET-313d68c1-26a3-4b72-8d77-c71f0f1e9440,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-16 06:00:19+00:00,UPI,46.18,2026-04-17 00:00:00+00:00,46.18,TXN-1d3d0b44-368b-4fe7-a548-738da4d34915,46.18,TXN-1d3d0b44-368b-4fe7-a548-738da4d34915,UPI,46.18
TXN-55a4ac0b-3845-4b0b-8aa8-fe0b833b128f,SET-b3a65dea-4621-4b45-9855-f60060d38471,MATCHED,RECONCILED,EXACT_MATCH,0.0,2.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-15 00:34:58+00:00,credit_card,80.2,2026-04-17 00:00:00+00:00,80.2,TXN-55a4ac0b-3845-4b0b-8aa8-fe0b833b128f,80.2,TXN-55a4ac0b-3845-4b0b-8aa8-fe0b833b128f,credit_card,80.2
TXN-233d18bd-c8ef-4df6-8e4f-38010e171e01,SET-c9ad6faa-2e9f-4c1e-a1d9-a05130fa05e4,MATCHED,RECONCILED,EXACT_MATCH,0.0,2.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-15 22:50:56+00:00,credit_card,64.7,2026-04-17 00:00:00+00:00,64.7,TXN-233d18bd-c8ef-4df6-8e4f-38010e171e01,64.7,TXN-233d18bd-c8ef-4df6-8e4f-38010e171e01,credit_card,64.7
TXN-f65eb854-f3d0-4569-8227-17e7cba852df,SET-db57b27b-a399-41c7-8664-9e39877551c1,MATCHED,RECONCILED,EXACT_MATCH,0.0,2.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-15 07:56:37+00:00,credit_card,111.62,2026-04-17 00:00:00+00:00,111.62,TXN-f65eb854-f3d0-4569-8227-17e7cba852df,111.62,TXN-f65eb854-f3d0-4569-8227-17e7cba852df,credit_card,111.62
TXN-2bb0fec1-027e-4e86-8969-514e041a6c76,SET-453a98bb-4f7e-4102-ab5f-e2ab3e1fe4fd,MATCHED,RECONCILED,EXACT_MATCH,0.0,0.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-17 16:12:48+00:00,UPI,127.32,2026-04-17 00:00:00+00:00,127.32,TXN-2bb0fec1-027e-4e86-8969-514e041a6c76,127.32,TXN-2bb0fec1-027e-4e86-8969-514e041a6c76,UPI,127.32
TXN-2099dc6b-d674-4a47-a15d-7481647c9ea4,SET-aee05336-740d-4915-ae77-00ba5738fe98,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-16 18:29:50+00:00,net_banking,23.73,2026-04-17 00:00:00+00:00,23.73,TXN-2099dc6b-d674-4a47-a15d-7481647c9ea4,23.73,TXN-2099dc6b-d674-4a47-a15d-7481647c9ea4,net_banking,23.73
TXN-f1781db1-3578-4147-a8f5-15ba8d1d81a0,SET-aa94441a-f102-488c-8d0b-1f7c5eb8765c,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-16 20:40:03+00:00,credit_card,31.94,2026-04-17 00:00:00+00:00,31.94,TXN-f1781db1-3578-4147-a8f5-15ba8d1d81a0,31.94,TXN-f1781db1-3578-4147-a8f5-15ba8d1d81a0,credit_card,31.94
TXN-0f1adf4e-965e-4d96-88dc-bbd1f03e9c6d,SET-3b99b4ff-f7fb-43cf-b02e-1b4d58b72389,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-16 18:46:43+00:00,credit_card,14.84,2026-04-17 00:00:00+00:00,14.84,TXN-0f1adf4e-965e-4d96-88dc-bbd1f03e9c6d,14.84,TXN-0f1adf4e-965e-4d96-88dc-bbd1f03e9c6d,credit_card,14.84
TXN-943f130f-a414-42e2-8730-8a9478c83195,SET-e7c2b6c2-8587-4646-812b-e34d423c5e65,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-16 18:41:45+00:00,UPI,15.84,2026-04-17 00:00:00+00:00,15.84,TXN-943f130f-a414-42e2-8730-8a9478c83195,15.84,TXN-943f130f-a414-42e2-8730-8a9478c83195,UPI,15.84
TXN-d44a9c73-7d08-4c4f-886a-f2d69bd10ae6,SET-dce99335-0418-4c70-923e-dcd0e9890264,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-16 21:04:34+00:00,net_banking,447.39,2026-04-17 00:00:00+00:00,447.39,TXN-d44a9c73-7d08-4c4f-886a-f2d69bd10ae6,447.39,TXN-d44a9c73-7d08-4c4f-886a-f2d69bd10ae6,net_banking,447.39
TXN-a186388f-b89e-4154-ae36-ef510d2fe1c1,SET-e6893d89-701d-4fed-9ae5-3ed9e9e7cfa0,MATCHED,RECONCILED,EXACT_MATCH,0.0,2.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-15 19:35:49+00:00,net_banking,158.51,2026-04-17 00:00:00+00:00,158.51,TXN-a186388f-b89e-4154-ae36-ef510d2fe1c1,158.51,TXN-a186388f-b89e-4154-ae36-ef510d2fe1c1,net_banking,158.51
TXN-cbeb3b0f-974f-4d00-9f23-93a42d8c364f,SET-8abe2c12-3ab1-44e1-8f0a-c7933fce665c,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-16 21:25:41+00:00,credit_card,4.15,2026-04-17 00:00:00+00:00,4.15,TXN-cbeb3b0f-974f-4d00-9f23-93a42d8c364f,4.15,TXN-cbeb3b0f-974f-4d00-9f23-93a42d8c364f,credit_card,4.15
TXN-408c7cf0-d16e-412b-aa1f-57400533ad57,SET-78b2b84f-0f7f-425e-883b-dd35fdcc3d01,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-16 11:58:23+00:00,UPI,166.25,2026-04-17 00:00:00+00:00,166.25,TXN-408c7cf0-d16e-412b-aa1f-57400533ad57,166.25,TXN-408c7cf0-d16e-412b-aa1f-57400533ad57,UPI,166.25
TXN-815335a9-604e-4de4-bf0d-91445a7d61ca,SET-814ba053-88a7-40c3-9c61-4be70fa2c976,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-16 23:03:22+00:00,UPI,67.08,2026-04-17 00:00:00+00:00,67.08,TXN-815335a9-604e-4de4-bf0d-91445a7d61ca,67.08,TXN-815335a9-604e-4de4-bf0d-91445a7d61ca,UPI,67.08
TXN-af44bbb2-c7d7-4098-a664-36f3ca210955,SET-adcfe777-5fb4-4839-9f37-e0d8afbe677c,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-16 22:15:23+00:00,UPI,118.52,2026-04-17 00:00:00+00:00,118.52,TXN-af44bbb2-c7d7-4098-a664-36f3ca210955,118.52,TXN-af44bbb2-c7d7-4098-a664-36f3ca210955,UPI,118.52
TXN-6548d5ef-8b1d-4b06-9212-27699befb2ae,SET-256eee4c-db9f-46e0-8f59-71dcbf7ba0de,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-16 16:31:17+00:00,net_banking,247.96,2026-04-17 00:00:00+00:00,247.96,TXN-6548d5ef-8b1d-4b06-9212-27699befb2ae,247.96,TXN-6548d5ef-8b1d-4b06-9212-27699befb2ae,net_banking,247.96
TXN-71ede293-ce69-446f-b1cb-8325016722c8,SET-3cb574c1-1d6c-4340-8bfd-a28f5ef99efd,MATCHED,RECONCILED,EXACT_MATCH,0.0,1.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-16 15:58:50+00:00,credit_card,22.47,2026-04-17 00:00:00+00:00,22.47,TXN-71ede293-ce69-446f-b1cb-8325016722c8,22.47,TXN-71ede293-ce69-446f-b1cb-8325016722c8,credit_card,22.47
TXN-649eb334-7bfb-46e2-8811-60dcc369c81e,SET-21489994-7f33-4f0c-abea-fcb4a5eb28ec,MATCHED,RECONCILED,EXACT_MATCH,0.0,2.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-15 10:52:27+00:00,credit_card,55.23,2026-04-17 00:00:00+00:00,55.23,TXN-649eb334-7bfb-46e2-8811-60dcc369c81e,55.23,TXN-649eb334-7bfb-46e2-8811-60dcc369c81e,credit_card,55.23
TXN-d6d8a640-390f-4f03-8035-702db650befc,SET-6f5bc8a0-56c2-46fc-97eb-0c04e9ac116f,MATCHED,RECONCILED,EXACT_MATCH,0.0,0.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-17 19:32:19+00:00,wallet,1176.12,2026-04-17 00:00:00+00:00,1176.12,TXN-d6d8a640-390f-4f03-8035-702db650befc,1176.12,TXN-d6d8a640-390f-4f03-8035-702db650befc,wallet,1176.12
TXN-dfc46d04-5491-4543-9117-20587ed698da,SET-01491582-1ca2-4147-a178-22794aeb247b,MATCHED,RECONCILED,EXACT_MATCH,0.0,0.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-17 22:46:00+00:00,wallet,58.23,2026-04-17 00:00:00+00:00,58.23,TXN-dfc46d04-5491-4543-9117-20587ed698da,58.23,TXN-dfc46d04-5491-4543-9117-20587ed698da,wallet,58.23
TXN-322582c8-a019-4017-acd3-7799258339ff,SET-cd245f36-5404-403f-95bd-03f900939c22,MATCHED,RECONCILED,EXACT_MATCH,0.0,0.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-18 21:07:01+00:00,wallet,15.2,2026-04-18 00:00:00+00:00,15.2,TXN-322582c8-a019-4017-acd3-7799258339ff,15.2,TXN-322582c8-a019-4017-acd3-7799258339ff,wallet,15.2
TXN-d854c774-e279-44b3-8a9e-da5f34498e6b,SET-e1e5b5ab-d05a-4b42-9a80-3e8948d030b6,MATCHED,RECONCILED,EXACT_MATCH,0.0,0.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-18 22:19:27+00:00,UPI,9.66,2026-04-18 00:00:00+00:00,9.66,TXN-d854c774-e279-44b3-8a9e-da5f34498e6b,9.66,TXN-d854c774-e279-44b3-8a9e-da5f34498e6b,UPI,9.66
TXN-5f020b30-05b6-4a1b-a092-bd317b654bb9,SET-72d23502-377c-4e2d-a7f6-c6826a59ab7c,MATCHED,RECONCILED,EXACT_MATCH,0.0,0.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-18 19:50:40+00:00,UPI,462.25,2026-04-18 00:00:00+00:00,462.25,TXN-5f020b30-05b6-4a1b-a092-bd317b654bb9,462.25,TXN-5f020b30-05b6-4a1b-a092-bd317b654bb9,UPI,462.25
TXN-52a537a1-be90-4aed-b2a4-5f9e9d361198,SET-e6fa60d2-4e53-4539-ad24-c5a7c6dda11c,MATCHED,RECONCILED,EXACT_MATCH,0.0,0.0,HIGH,Fully reconciled via EXACT_MATCH.,2026-04-19 18:20:38+00:00,wallet,218.61,2026-04-19 00:00:00+00:00,218.61,TXN-52a537a1-be90-4aed-b2a4-5f9e9d361198,218.61,TXN-52a537a1-be90-4aed-b2a4-5f9e9d361198,wallet,218.61
