transaction_id,user_id,amount,currency,payment_method,transaction_timestamp,status,merchant_ref
TXN-03021226-e0e7-4327-af22-a35f72dd212e,USR-9e62eeb8-3d55-4e5c-b95a-193659b00938,17.43,INR,wallet,2026-04-12 08:02:49,completed,MER-PPXJUNBC
TXN-188a7c05-c2fb-4c25-b65d-9ab3fda81dbd,USR-cfa8a13f-07ca-44eb-adf4-38a06ea37286,81.08,INR,UPI,2026-04-12 12:42:33,completed,MER-OITVCXUR
TXN-2e3cea7a-a2a1-48a6-bb9f-ce3b74f9ae84,USR-9fa16349-6603-401c-b048-d2eea2ca734f,71.87,INR,UPI,2026-04-12 13:15:24,completed,MER-HFRQFNAW
TXN-f168e323-82bb-411a-8061-93bc3c6d0e01,USR-30d95ac9-87de-4988-85fb-7283d0e21571,199.38,INR,credit_card,2026-04-12 13:52:45,completed,MER-KXGYSIWA
TXN-44a5c30e-ae55-40ca-9b8c-aa8c33bd8be2,USR-091e4b70-9c3c-400b-bde8-486789675374,73.04,INR,net_banking,2026-04-12 13:59:44,completed,MER-QWCPPNNP
TXN-415a7147-17a7-40b7-95af-273650a6b87a,USR-02020ba3-e540-417d-b20d-86fa48e0628f,77.69,INR,UPI,2026-04-12 14:11:12,completed,MER-HQECILCM
TXN-f0f2e9ec-1bdb-42f4-b081-a46821ff8c19,USR-54dcce2f-8929-404a-903e-181714f5c2cd,206.15,INR,UPI,2026-04-12 15:01:22,failed,MER-XBOLZSHD
TXN-7aa3a704-fd77-4ed6-83ab-1e690a773575,USR-80439561-147b-4a54-aeca-71d60f1c16ac,210.23,INR,wallet,2026-04-12 15:31:13,completed,MER-AJJKLLWG
TXN-7d616eea-54cd-492a-a9f1-f4758956958b,USR-a79f35bb-edde-49bd-9634-4731b727df68,67.75,INR,wallet,2026-04-12 16:55:55,completed,MER-BIQUXWZX
TXN-586f1cb4-34d8-44b8-ad5d-0e1d7aa0dde8,USR-20e1204e-60d6-47bc-bffa-d4d6f0fc7c32,515.97,INR,net_banking,2026-04-12 17:01:35,completed,MER-UADYCUAK
TXN-acc8cfa8-3840-413e-9b0c-ef26215ad38c,USR-462ee23e-d8ba-43f7-8906-f3e8e5fd39d4,95.95,INR,UPI,2026-04-12 18:02:41,failed,MER-BVLFHYJH
TXN-5525a261-4d3e-4dad-a141-280d8fce801a,USR-2d8e51c2-edb6-4016-a7b9-40b9965e7bf8,29.74,INR,UPI,2026-04-12 18:17:12,completed,MER-JEGSVHZG
TXN-1fd0781f-441a-426b-9fcb-7803c378bed4,USR-3b0f7be2-8d12-4038-a657-c581a4952168,63.85,INR,UPI,2026-04-12 18:45:35,completed,MER-BYJDQDMR
TXN-d24d57bd-5224-4f3b-a501-9cf337b1a628,USR-9aed83ba-0e3d-44db-80be-f767a3352feb,245.21,INR,UPI,2026-04-12 18:47:06,completed,MER-IOPJRJED
TXN-b27447a3-9c4f-4eb4-9096-8f6e9a1a17d1,USR-95fa572a-7c46-4c12-970f-e89ecb3efdf5,322.67,INR,credit_card,2026-04-12 18:56:15,completed,MER-KRUHOVGA
TXN-b36160f6-e61c-4472-9d39-b407b02db791,USR-f8217bf0-1b74-413c-b095-6a3caefe9502,18.87,INR,net_banking,2026-04-12 18:57:57,completed,MER-FYGWWMQZ
TXN-d0ed659a-0b3c-4d34-af5c-a13b79a7ce2d,USR-c9ddd1e3-45a8-4a53-8bfe-af00552523b4,31.85,INR,UPI,2026-04-12 19:12:15,completed,MER-YCEOMDWT
TXN-8ac05a12-3ff6-4c2b-ac25-0771049aa9aa,USR-329623c1-2159-4d19-abfc-0f191993c070,167.26,INR,credit_card,2026-04-12 19:15:14,completed,MER-CVVQXXJJ
TXN-957a3c8a-0953-4826-928e-4954b94feb8a,USR-723ec1d7-18eb-4623-ae2f-c5590e740748,297.33,INR,UPI,2026-04-12 19:30:52,completed,MER-FMGCKPYQ
TXN-49be1c71-4119-4fdd-b9f4-0f38e2c095cc,USR-a19f4c5f-8e8d-4abe-85eb-98450d82f47e,137.45,INR,credit_card,2026-04-12 20:12:12,completed,MER-YJREFLKQ
TXN-23a0bbfa-1c54-450d-96bf-69902639e621,USR-a039ebca-135a-4e35-8394-82b0163d664b,66.22,INR,net_banking,2026-04-12 20:13:43,completed,MER-CTQGCEEK
TXN-9bfe83f9-197a-4172-9527-082ec3caa477,USR-0755985c-75d8-4e8b-ac42-904a27ef0e59,41.82,INR,wallet,2026-04-12 20:22:54,completed,MER-WXJANVJP
TXN-dae512fd-c0ef-425c-8104-7c44c0ec166f,USR-05949083-939b-459d-ba0b-5c57bf05091d,30.48,INR,UPI,2026-04-12 21:09:51,completed,MER-SYRTMFSW
TXN-a34ab49e-f68b-4af6-bde5-abdf77fd8432,USR-d7701b8c-5583-44bd-8aa0-32dce1b680ef,119.38,INR,wallet,2026-04-12 21:19:14,completed,MER-BQUPEWQR
TXN-9efb903e-9825-4588-bc8a-7c8812f6317a,USR-3a3f675f-a2d4-4df3-b356-662fe5228c05,203.3,INR,wallet,2026-04-12 21:20:17,failed,MER-IQHGVJJR
TXN-3efe9aa1-8512-48a6-b793-89f9cca0e998,USR-860bd1a0-72ad-464d-84b5-310c1eb4714b,275.31,INR,wallet,2026-04-12 21:27:43,completed,MER-DEJWORUR
TXN-4a574269-db63-4b1a-ac37-0fb77bc0c960,USR-21253b63-a7c6-4565-8623-0f1d6ec572de,88.72,INR,net_banking,2026-04-12 21:29:39,completed,MER-NGZYVZJN
TXN-b9e6bc33-4517-4351-be0a-a93c12e607bc,USR-411815cc-a266-4580-b629-28f82a91469a,6.07,INR,credit_card,2026-04-12 21:31:02,completed,MER-UXNQLJQP
TXN-edc69b44-0b7d-45ca-a6dc-596e73d6c6ff,USR-55678a90-1920-48d8-a719-b6f9c2b141d9,568.45,INR,wallet,2026-04-12 21:34:39,completed,MER-FTCEFUMJ
TXN-75a1b620-a7f3-465b-9c88-39380d2a10cd,USR-bc0d462a-cae8-4053-94c5-78abc2d69913,11.9,INR,net_banking,2026-04-12 21:35:17,completed,MER-FQWZIAWL
TXN-303baf9b-b44a-452c-b89b-7d23e0ae33de,USR-227b67a1-3fc2-4b35-ad8a-c0832de04f8b,124.3,INR,net_banking,2026-04-12 21:49:12,completed,MER-CKFITVUA
TXN-337cab1c-d679-4450-a479-bd528d48e53d,USR-69a8d1b8-168d-4de9-ad79-1bc5a2e078e6,38.3,INR,net_banking,2026-04-12 22:22:40,completed,MER-QPLZDXRV
TXN-de900298-0c43-41e9-a9c2-63942d265e0b,USR-ea3421b0-ec01-438a-8a78-e6582a098e5b,9.42,INR,credit_card,2026-04-12 22:31:54,completed,MER-LMDUJGCL
TXN-e10a3f69-74e6-45cb-a010-dceec8ffd422,USR-7d4c7546-1bb2-4b85-89bf-84bb23f24f91,94.28,INR,UPI,2026-04-13 00:02:19,completed,MER-YWTTUTCR
TXN-f1ede9fa-6ead-49fe-a044-8473720105e3,USR-e2aeb44f-265b-42ee-93ff-034ab295a642,103.55,INR,wallet,2026-04-13 00:24:48,completed,MER-QPTDUWEA
TXN-ebab504e-a9c8-42ab-96b9-b2fd4b2a189e,USR-dd95f6da-80bd-48a6-b074-fe9ef275c4d7,331.07,INR,wallet,2026-04-13 03:11:28,completed,MER-PSQUZZSV
TXN-7b27f7a3-530a-4e0b-b627-d97fcf66d0ea,USR-86ed6337-31d9-4966-93a5-ebe886ca403a,255.87,INR,credit_card,2026-04-13 06:38:02,pending,MER-NJORHCAP
TXN-abed90a4-7759-4eba-9503-3cccd86b049a,USR-74a17de2-917e-4c7b-86ad-08bc8d9cee1c,116.83,INR,net_banking,2026-04-13 06:48:22,completed,MER-TATONUBX
TXN-2af4403f-eede-404e-834d-7d42ce5ec38c,USR-806cb387-7fc9-421c-96e8-685db8d59375,151.61,INR,credit_card,2026-04-13 09:00:32,completed,MER-VIWSLMNV
TXN-16e0e8e2-4500-4534-884b-43030f356155,USR-0d40c65d-232b-4ba5-8e0f-bb22d4b118e1,294.38,INR,net_banking,2026-04-13 09:46:31,completed,MER-GGZTYGUJ
TXN-9649ee92-36a7-4484-b5ba-d8d9502234fb,USR-c12452de-cdf7-47de-b9f7-b550b7838ad4,256.14,INR,UPI,2026-04-13 10:27:46,completed,MER-WEPXSKCI
TXN-caa1576a-ba30-44c1-a43c-9bbd14b07120,USR-f915140f-28d3-4f19-a70a-959da6e4d57b,20.76,INR,net_banking,2026-04-13 10:41:04,completed,MER-NUBLGKHX
TXN-8b84b1c5-e327-40cf-8d9a-708f51388889,USR-7cd6396c-c7f7-4cd8-85ac-ab601ff2dc03,142.6,INR,credit_card,2026-04-13 11:53:10,completed,MER-PTKRFPXQ
TXN-f1aee1dd-3cc4-4a0b-895a-1e787d3f87e3,USR-5b3f7765-2682-4bfd-a396-7ce51d17237c,52.14,INR,UPI,2026-04-13 13:30:52,completed,MER-GPIIYDXQ
TXN-2bf147a7-7408-4880-ae92-bb7ba70ff81c,USR-70b304ee-3bf1-4313-83c2-7aa30da70fb5,143.02,INR,UPI,2026-04-13 15:46:12,completed,MER-NFETZTUE
TXN-c56e5c28-d6a5-48df-8315-2155a1c06acb,USR-0fb65fd0-91c1-4011-945b-b03fb40950e1,26.13,INR,UPI,2026-04-13 16:32:16,completed,MER-FEQIMIAX
TXN-27c00811-f68c-40da-83a4-c12cb76b7cce,USR-6db2453e-f33a-4448-aeb6-e894c0e98ca8,31.01,INR,credit_card,2026-04-13 17:18:18,completed,MER-UHPTHLXS
TXN-04c891b4-b060-43e1-805b-dc9ce716bec3,USR-4067669f-8124-4283-8c4f-6922acb62489,14.34,INR,wallet,2026-04-13 17:57:47,completed,MER-ALODTYGD
TXN-917147bb-4c99-4314-b806-784ca093952f,USR-1941bdd6-6396-456b-9776-ca6e21fa913d,38.52,INR,UPI,2026-04-13 18:09:36,completed,MER-LBWNNRMK
TXN-ec486384-d16d-4082-b519-65575065be90,USR-b4ffffe3-cef6-4b94-89c9-6bfe600629b4,62.15,INR,wallet,2026-04-13 18:18:46,completed,MER-FKZRTTSM
TXN-aadb8382-dda7-4577-a76b-3db698639865,USR-5eb9003a-85f4-463e-b0c8-7a6741bfb10c,200.08,INR,credit_card,2026-04-13 18:23:21,completed,MER-OZELKDBQ
TXN-1e84c41b-7774-4850-8b0f-d654444cb344,USR-502c4d10-dc52-459a-bdc8-2c8d41039d7f,63.4,INR,credit_card,2026-04-13 18:45:15,completed,MER-WXGJGUPD
TXN-fc0c9678-70fc-4d05-a88e-ec197e417294,USR-78a61335-510a-4885-9f92-0cfbc8d5e39e,11.91,INR,wallet,2026-04-13 18:52:36,completed,MER-EFHACCEQ
TXN-f499bddd-0ead-4ca4-b3a8-7707f929a750,USR-e9acdd06-7403-4e36-bfcd-e915217f0456,60.23,INR,credit_card,2026-04-13 19:01:37,completed,MER-QLLQCGMB
TXN-123222e8-84d8-43ec-97d2-289b50591169,USR-1ce9b251-fb0d-402b-8d0e-35587413533b,79.5,INR,UPI,2026-04-13 19:18:17,completed,MER-RCPJGDSY
TXN-a2a8167e-bf8d-424d-83ce-d4f436ec5a8f,USR-1aa52888-42fa-4698-8265-17ecab4aae87,130.9,INR,wallet,2026-04-13 19:19:34,completed,MER-RNTLFFGC
TXN-c1928084-0f85-4286-aeea-29c763454f1d,USR-ceb8ad43-3e70-426e-9dd9-c5a6168179c9,22.32,INR,UPI,2026-04-13 19:54:52,completed,MER-WIEJMFZP
TXN-0222ddea-5330-42d0-975f-95b3804288da,USR-0eebe3ad-6d4a-4905-887a-1d85dfafc8dc,382.61,INR,credit_card,2026-04-13 20:15:11,completed,MER-MYJKLSXN
TXN-da5851bc-d7b0-44fb-8356-3ed1add59d21,USR-0672b3d5-f6fc-44c0-b64e-237451650e1a,51.69,INR,UPI,2026-04-13 20:25:00,completed,MER-MAQYRVLN
TXN-eb883859-24b3-4723-b7d9-b0b24368685d,USR-9f37c3e8-2248-4f33-a5cd-08f2b5b11194,33.38,INR,net_banking,2026-04-13 20:42:35,completed,MER-KLKIOGCK
TXN-8c1a28d5-332d-4b76-9d37-cb6c67fedb47,USR-05256d1a-be72-400e-8d82-c61e5ec0cb68,55.57,INR,net_banking,2026-04-13 20:52:24,completed,MER-XOVPMAOX
TXN-887c333c-5299-4ae5-a686-0c8ed12c4576,USR-7cb86216-b0fe-402c-ae7d-d32310824e41,127.39,INR,credit_card,2026-04-13 21:02:15,completed,MER-NRRQAVHM
TXN-10889690-a3cb-4212-b938-2ad8f355f502,USR-10515d41-92eb-4860-9b59-69592e800c3d,228.91,INR,UPI,2026-04-13 21:03:17,completed,MER-DHZBEICG
TXN-e2dbd474-bb2a-4aa7-b18f-2ae6977fc514,USR-ec0b1e7a-59b6-4003-8c76-99c08310dd7d,155.21,INR,UPI,2026-04-13 21:15:12,completed,MER-IWXNCTDQ
TXN-cf1aabf4-15e4-4bdb-9884-6d8b1211a427,USR-ee638f1d-569b-4d7f-8c57-5658d2c5bb4a,24.56,INR,wallet,2026-04-13 21:18:32,completed,MER-QCFTCJSI
TXN-1c5a5796-1031-4f39-9ef4-a56c71736dc9,USR-c806af36-971b-439b-82d2-3e2c4eb4e8df,56.84,INR,UPI,2026-04-13 21:44:29,completed,MER-JDLJJVQH
TXN-1310ec17-6b5e-4e71-bd37-19b3936b929f,USR-053e55b3-7c4b-4176-a96f-0e53223dd5ad,455.21,INR,wallet,2026-04-13 21:59:01,completed,MER-TCUAOFJA
TXN-ec3a4405-0481-4717-8d43-78603796d203,USR-e7ee921e-a465-43a5-96b1-0c7f31644fb7,134.25,INR,wallet,2026-04-13 22:06:31,completed,MER-LUYWBUYI
TXN-fdafcb5c-d4b6-4fa1-8b77-bc54e852d5db,USR-e0b484c6-2b7b-4c6e-a5f6-e2314beaab3b,32.33,INR,credit_card,2026-04-13 22:20:05,completed,MER-MTFTJYPY
TXN-fa39a40a-0d3c-4cc9-9948-8ef90bb6555c,USR-f0c4b70a-47ec-4371-a456-9283de7522d1,15.87,INR,credit_card,2026-04-13 22:58:01,completed,MER-RCDJSSIO
TXN-7f243d8f-9155-4286-9d2d-207c808a14d7,USR-4d8117c5-7a61-4cc0-9052-869f8a6319fc,66.49,INR,net_banking,2026-04-13 23:16:27,completed,MER-EDOLLNEE
TXN-997e2145-7151-41ff-870c-d6cc32755828,USR-2c5b6b29-149e-4997-beea-e854aec32a47,626.06,INR,wallet,2026-04-13 23:22:17,completed,MER-UOAWBTDR
TXN-868e2996-2a9e-48fb-a04c-a4dff87bd380,USR-5aea4ad7-2e02-45c2-8238-a05d36ae6cf8,16.52,INR,net_banking,2026-04-14 01:35:52,completed,MER-VYUXGFAT
TXN-e4d06db8-2c8d-4daf-ad2b-bbd402be72b9,USR-0eb92924-1487-4e09-8fcb-4beebf45c491,15.48,INR,credit_card,2026-04-14 02:01:57,completed,MER-ICSESIWT
TXN-93072870-dd8b-46e3-ac82-cda40100f3f7,USR-00dd28a5-7714-4bf7-87b2-2ca45589dfb8,106.26,INR,credit_card,2026-04-14 09:30:01,failed,MER-EKBRATEY
TXN-2a070da1-d113-4e80-9087-1ce10b0731ee,USR-fa3710f3-0240-494a-90dd-47a7a1d85239,36.88,INR,wallet,2026-04-14 11:09:05,completed,MER-MVOYKPFJ
TXN-702b2047-5077-47ab-b932-3200bb0cb07b,USR-d4ef9a92-c080-4298-8e8b-38806d643adc,715.38,INR,wallet,2026-04-14 11:16:04,failed,MER-MGIUNUKZ
TXN-5d7a42e3-8715-42cc-9372-1f353de6031c,USR-f5137c30-fe52-4fd4-8dab-67e40b9561ed,126.85,INR,wallet,2026-04-14 11:27:24,completed,MER-YMARJIIQ
TXN-33ec47e2-c941-435a-996a-7e635c5616b7,USR-b9d5343a-4bea-483f-9e21-ce051e10db49,91.26,INR,net_banking,2026-04-14 12:50:34,completed,MER-XXFPKFFR
TXN-fdc095de-99b4-4f4b-a66b-0b59f132c6a0,USR-612643a6-2087-4ca0-bf78-54f3b8bb9b64,22.06,INR,credit_card,2026-04-14 13:02:10,completed,MER-EUPAQYPC
TXN-16fdf6da-f53d-435b-a19e-d6cd6dd40827,USR-2909f3dc-c751-4efa-98d0-305b6792aa21,60.75,INR,wallet,2026-04-14 13:41:48,completed,MER-PGJQMLMJ
TXN-45d360ff-f4fb-4b58-89b4-cfe06dab5e62,USR-d3efa292-fb9f-4597-a846-a34b92f2e2fe,16.69,INR,UPI,2026-04-14 13:57:54,completed,MER-WAKSXJKC
TXN-c1e949af-1b06-4e2e-99cf-ab6a9a183f27,USR-2315403c-d981-4f9f-87bb-2d4d7bf47084,48.15,INR,credit_card,2026-04-14 14:04:25,completed,MER-CKLKKQJV
TXN-3f704731-e774-46be-90bd-725c7fa85891,USR-6b132a31-2ee9-41d5-b6f0-b4bfeee2ad4a,8.26,INR,UPI,2026-04-14 16:14:59,completed,MER-HADXOIMZ
TXN-e9971e5c-13e5-48d0-9a64-b7fff3667211,USR-af821272-a1d0-4827-9a8f-975ab409eede,157.75,INR,credit_card,2026-04-14 16:16:39,completed,MER-QIPVJIQV
TXN-f13afcd3-532f-4f9a-984a-9cb2a917829c,USR-46e02a9f-0b6e-41b0-ae14-8dc93b064f8b,148.01,INR,credit_card,2026-04-14 16:43:22,completed,MER-YMMGVIER
TXN-6a12eeb8-027c-4913-9172-7e6aa1f937c2,USR-e5929f23-251e-41e1-a6a4-738e9cb59cc1,32.63,INR,credit_card,2026-04-14 18:02:23,failed,MER-ANRCNFGI
TXN-e2b1191c-42f3-416d-9725-492e8b27e8b0,USR-773aa2b0-bfc8-429e-aac2-917263aaf16e,273.94,INR,UPI,2026-04-14 18:10:49,completed,MER-KQNUMVKC
TXN-2930529d-4f9a-46d3-a68e-b3fc192af436,USR-5f95735b-6a15-46b1-9769-ab167098b78f,78.17,INR,UPI,2026-04-14 18:32:40,completed,MER-CCOMRXJW
TXN-eea391f3-cf08-4761-bea4-fb54768d7b63,USR-2516eb64-0c71-4e2a-a920-1707545a9e79,58.58,INR,wallet,2026-04-14 18:52:14,completed,MER-GYAMIKYB
TXN-fc043174-33be-4d02-9cc4-d522ed4c5fd1,USR-8d7af789-6f9e-468d-975e-9dbed3ab4667,60.26,INR,UPI,2026-04-14 19:44:23,completed,MER-RPCKSHMB
TXN-ff03082b-6770-40dd-84a3-c0c9a53ccc9f,USR-be9e2b17-85d2-4401-b5b2-5edc25122044,35.2,INR,credit_card,2026-04-14 19:50:03,completed,MER-DKQLHZMK
TXN-6cef2d77-d8d1-4351-ba6c-aeece804f189,USR-c81e2a5f-4445-4c15-a0ba-41bf5966a271,532.59,INR,credit_card,2026-04-14 19:50:09,completed,MER-BQJLLUAS
TXN-8a98c985-6b80-4442-a91c-d91940471171,USR-52eb7312-40cf-41ed-8b0b-4d356a29744d,123.38,INR,net_banking,2026-04-14 19:50:11,completed,MER-TKKUTOWH
TXN-7fbf8e22-866b-448b-9eea-5f0467d5b1e7,USR-ba44a3a3-59cd-4ff1-be69-3e2167e85d0a,24.94,INR,credit_card,2026-04-14 19:56:00,completed,MER-YNNZDKWI
TXN-c4dc993e-5fc0-46db-8e0e-7ee9bf5212ff,USR-d5380689-270b-4d32-943f-04c82917cf86,21.89,INR,net_banking,2026-04-14 21:02:13,completed,MER-AJKAPEEP
TXN-b4bed844-bfc3-4854-99ee-5004a689c061,USR-b2fec9f1-9a26-476d-a385-529e01ff647d,4.99,INR,credit_card,2026-04-14 21:11:32,completed,MER-IMVAKDJU
TXN-0919dfc2-9e9e-4e30-aace-50b8751bd5e0,USR-79300435-f879-4bf7-bd7e-ad828681435d,12.95,INR,wallet,2026-04-14 21:18:12,completed,MER-HCAKMZIJ
TXN-227f1df3-f5f3-488a-af7b-2b98f3f8fc9a,USR-65488af2-a35d-40d2-a4d2-5c56a36ebff0,39.89,INR,UPI,2026-04-14 21:20:30,completed,MER-WBEGSAFH
TXN-7722348e-afa7-4715-8ee7-7e5ad5fb63fd,USR-7b489d01-f60a-4e1a-8d78-c9e05ad37c77,1157.67,INR,UPI,2026-04-14 21:33:17,completed,MER-OGOPCTYC
TXN-43e5feda-e8da-436d-8d3c-8af993f5b0a6,USR-d6cf2ce4-505a-4db1-9a3f-66ea8ffc2d05,81.62,INR,UPI,2026-04-14 22:18:32,completed,MER-VZYZISOJ
TXN-da8fdebd-95da-40bb-9510-02e20cf26bcd,USR-553b9744-f02c-4ef8-a07e-22279bdb4915,193.94,INR,UPI,2026-04-14 22:27:32,failed,MER-FPYTOPVS
TXN-83c675a7-faf9-490b-a86b-6827b42c284c,USR-1c4a6f33-c477-4d7e-89fd-bb3670e37301,17.98,INR,net_banking,2026-04-14 22:28:43,completed,MER-KJLXTDAT
TXN-d5a0e95a-fcac-4b34-be04-101df6290cc7,USR-9b24b150-121d-4086-b3ee-02487cfb9f4a,221.26,INR,net_banking,2026-04-14 22:43:53,completed,MER-WTVDYNHE
TXN-a0f6acf3-3d3d-4818-9e3c-b1249f605913,USR-aa4260d1-5db8-49bb-b8a3-956383d25067,26.0,INR,wallet,2026-04-14 23:53:27,pending,MER-QHVOCYSK
TXN-e5e10e2c-f4d0-45a5-b89e-6a1f8ec01972,USR-0a631fb5-d2ca-4627-8a23-fbe88690aa3a,57.18,INR,net_banking,2026-04-15 00:05:33,failed,MER-UHPRNZIX
TXN-55a4ac0b-3845-4b0b-8aa8-fe0b833b128f,USR-913a176c-46c8-4782-804a-f1763eb9722a,80.2,INR,credit_card,2026-04-15 00:34:58,completed,MER-FRXZWQZZ
TXN-f65eb854-f3d0-4569-8227-17e7cba852df,USR-0f563248-d8d4-47e9-8ca9-3bb407cc7915,111.62,INR,credit_card,2026-04-15 07:56:37,completed,MER-AACSMESC
TXN-e690092c-2f16-4f9a-b56d-311368277763,USR-9fb5fff2-4645-4bc2-bb87-12e84c97e380,605.43,INR,credit_card,2026-04-15 09:43:46,completed,MER-RHANJGGN
TXN-222fd638-e6a1-4b67-973d-4cef62a04b38,USR-47501970-0941-4fec-b6f1-ed4960cb571a,25.16,INR,UPI,2026-04-15 10:45:54,completed,MER-MZMIQDPE
TXN-649eb334-7bfb-46e2-8811-60dcc369c81e,USR-819d8dff-35ae-4c41-8423-cb6129795bb5,55.23,INR,credit_card,2026-04-15 10:52:27,completed,MER-HATISAKF
TXN-efd40e53-19e7-484a-949c-458c0de57bad,USR-42cd8f62-484c-45d2-9329-0919e814d98f,114.75,INR,UPI,2026-04-15 10:55:39,completed,MER-UYWKIUIF
TXN-5fc9058d-9252-4c43-b89e-952b6084d19c,USR-748806f5-874c-490e-ae2d-5723a5fe4f4d,37.53,INR,net_banking,2026-04-15 11:15:22,completed,MER-UCCAXRUP
TXN-ba91c6a9-74ed-4990-a62d-f481de7bfc5d,USR-e3a5274d-b394-4c2e-b530-21a0505d8ca0,24.86,INR,UPI,2026-04-15 13:42:04,completed,MER-FYWXFINB
TXN-75c07b9f-b40f-4470-bc9a-2fb6383f1c8b,USR-0ef427a3-8325-443d-9453-95ab40721559,58.99,INR,UPI,2026-04-15 14:08:07,completed,MER-QHMBNIWU
TXN-9b61abc9-5e04-4714-bd7e-e9a8647e355c,USR-2cf24243-1e55-43f1-a9c0-5b0c9fb868f4,32.34,INR,credit_card,2026-04-15 18:06:16,completed,MER-XWNQRSRP
TXN-c80a32a7-e053-4927-a797-bc08414cfc56,USR-d417fd2b-5d65-4013-b272-8607039cbaaf,132.06,INR,UPI,2026-04-15 18:11:13,completed,MER-XIIAOENQ
TXN-c4b9bf50-6710-4333-a7b9-1b36e16b89a3,USR-a5cc8cd6-191b-420a-bb13-cea9bae9febd,15.23,INR,UPI,2026-04-15 18:27:14,completed,MER-RTZTNLFR
TXN-49101df2-62fa-41d0-a527-e393a3f35023,USR-75ea2565-8fa5-4db2-a0e5-09167595d826,71.67,INR,wallet,2026-04-15 18:49:15,completed,MER-SRQJDSYS
TXN-566fa0a9-69bc-488b-bc3e-ad0a5f619dcf,USR-add88171-46ee-4b95-a7bb-324bf8b4e890,162.21,INR,UPI,2026-04-15 18:50:11,completed,MER-KDQSZVNB
TXN-43a52df6-9544-4efe-91f7-a32a2ce69f23,USR-ff173be2-a1c5-4236-94a0-6cc874a8d756,84.39,INR,UPI,2026-04-15 19:13:48,completed,MER-LFNYNRPF
TXN-5479e5fc-5300-404f-8a76-3861e406a0d5,USR-c285c704-5323-4808-a666-4409850a1827,332.64,INR,UPI,2026-04-15 19:28:21,completed,MER-VPHLJKVJ
TXN-77fb2e52-a0b9-4417-86bf-d132149a2a1e,USR-ef905135-1291-4447-abf5-3b1cf3cfc9c0,138.14,INR,credit_card,2026-04-15 19:30:44,completed,MER-YTMVKSCH
TXN-a186388f-b89e-4154-ae36-ef510d2fe1c1,USR-90d33b8e-bc38-42e1-9a4d-c5e3cb46a6e8,158.51,INR,net_banking,2026-04-15 19:35:49,completed,MER-BJMRYCCI
TXN-5f39ca5c-f57d-43c7-96c0-164c7c16097f,USR-d88ef1fe-7b07-4efd-97b3-e1fa25bcf01a,99.56,INR,credit_card,2026-04-15 19:43:12,completed,MER-TUHFHTCO
TXN-a05abc70-3e60-4283-9a0b-23dfd7af5ade,USR-8b4329eb-880a-450e-8e3c-b54b925b1b56,8.66,INR,UPI,2026-04-15 19:48:46,completed,MER-SBVRJNWV
TXN-ff4e00f3-1a17-4bee-99d8-5f1ef4272c2f,USR-9507bd71-3036-42bd-af87-002956989e69,531.2,INR,wallet,2026-04-15 20:31:28,completed,MER-NSCMLTFN
TXN-165f28c1-dfb5-463e-a3f7-c903bf992f6f,USR-a5919c6b-3684-47c3-85ea-92f24a2d977e,431.47,INR,net_banking,2026-04-15 20:39:51,failed,MER-HQBIAWYY
TXN-2c11cd0b-1862-4781-a5aa-6530a537ff34,USR-02d05996-eeac-466e-bf06-9f79b399c92f,336.96,INR,UPI,2026-04-15 20:45:08,completed,MER-IMCWUJUX
TXN-74a65cff-3bb1-4e9a-88aa-1307c5829240,USR-ce264f55-419b-417e-b50e-5d74a53e4463,20.22,INR,credit_card,2026-04-15 20:45:31,completed,MER-MMDPCDDX
TXN-d4adf970-293e-4cae-90a1-619ae0bba591,USR-a504463f-99c1-4008-92f6-8e3197ca8b15,108.1,INR,UPI,2026-04-15 20:55:52,completed,MER-FGDFTFBF
TXN-1d7b65d4-b8da-4104-94f0-817208e0b016,USR-051600c3-8886-404b-895e-f0bb3a9f57b2,47.16,INR,credit_card,2026-04-15 21:04:03,completed,MER-OSFEHTYZ
TXN-4ceb70b9-4884-4a78-9bb9-3668d3af718d,USR-317e3eed-d602-43dd-82b9-72786fc89579,31.43,INR,wallet,2026-04-15 21:20:21,completed,MER-RCGJBFOC
TXN-829dc1ca-0116-4cb6-83f7-5150936ccc72,USR-6cf6c9a8-1c16-4945-8a19-03ca0d30c33f,209.0,INR,UPI,2026-04-15 21:30:32,completed,MER-RYKIRTRF
TXN-1f94b526-ee07-4cdf-ab01-8469b3f93dc4,USR-4835462e-cc1a-445c-bb51-d5d59a9e490b,244.02,INR,net_banking,2026-04-15 21:35:33,completed,MER-YJYCXKVK
TXN-c19f33d2-8983-4caf-b74d-38882fbfe7cd,USR-f8b0b4fd-62c2-4fe4-84ab-53130fe7b9b1,105.31,INR,net_banking,2026-04-15 21:40:45,completed,MER-KYBFGHEP
TXN-e604a7c9-1323-4a9d-865a-53c30f5632f8,USR-d6b7f827-340f-477f-a6bb-2ec23f481af2,42.39,INR,wallet,2026-04-15 21:45:29,completed,MER-VWCNRUFX
TXN-05c93a1e-ca93-4686-9ed0-1cefa1acfd91,USR-4f4411ca-600f-4555-86ab-9839f079511f,816.37,INR,credit_card,2026-04-15 21:51:16,completed,MER-BWRWWOTP
TXN-839fb9de-fec2-4fc5-9354-2e7fec11cc70,USR-8d6e4417-a193-4ead-9e2c-34408835ba0b,58.74,INR,UPI,2026-04-15 22:43:07,completed,MER-LVJQCXZL
