transaction_id,settlement_id,match_status,anomaly_type,rule_applied,amount_delta,delay_days,confidence_level,explanation,transaction_timestamp,payment_method,amount,settlement_timestamp,settled_amount,transaction_ref
TXN-49be1c71-4119-4fdd-b9f4-0f38e2c095cc,SET-9593393f-241c-4a68-bd4a-a313d84d7c63,MATCHED,,EXACT_MATCH,0.0,1.0,HIGH,Exact match on transaction TXN-49be1c71-4119-4fdd-b9f4-0f38e2c095cc and settlement SET-9593393f-241c-4a68-bd4a-a313d84d7c63.,2026-04-12 20:12:12+00:00,credit_card,137.45,2026-04-13 00:00:00+00:00,137.45,TXN-49be1c71-4119-4fdd-b9f4-0f38e2c095cc
TXN-586f1cb4-34d8-44b8-ad5d-0e1d7aa0dde8,SET-c5ef3491-bf2e-4276-a256-aeb3414ee0d7,MATCHED,,EXACT_MATCH,0.0,2.0,HIGH,Exact match on transaction TXN-586f1cb4-34d8-44b8-ad5d-0e1d7aa0dde8 and settlement SET-c5ef3491-bf2e-4276-a256-aeb3414ee0d7.,2026-04-12 17:01:35+00:00,net_banking,515.97,2026-04-14 00:00:00+00:00,515.97,TXN-586f1cb4-34d8-44b8-ad5d-0e1d7aa0dde8
TXN-f168e323-82bb-411a-8061-93bc3c6d0e01,SET-a84106f5-0a72-440c-a278-81944526b5d6,MATCHED,,EXACT_MATCH,0.0,2.0,HIGH,Exact match on transaction TXN-f168e323-82bb-411a-8061-93bc3c6d0e01 and settlement SET-a84106f5-0a72-440c-a278-81944526b5d6.,2026-04-12 13:52:45+00:00,credit_card,199.38,2026-04-14 00:00:00+00:00,199.38,TXN-f168e323-82bb-411a-8061-93bc3c6d0e01
TXN-e4b96a57-209f-4575-881d-ee113b630019,SET-08cb43cf-c824-4fcf-9c1b-288af29c9f68,MATCHED,,EXACT_MATCH,0.0,2.0,HIGH,Exact match on transaction TXN-e4b96a57-209f-4575-881d-ee113b630019 and settlement SET-08cb43cf-c824-4fcf-9c1b-288af29c9f68.,2026-04-12 06:04:52+00:00,credit_card,42.79,2026-04-14 00:00:00+00:00,42.79,TXN-e4b96a57-209f-4575-881d-ee113b630019
TXN-53d9c018-1477-4349-91aa-0272220eb403,SET-2af285de-b718-40d7-be69-95af933708df,MATCHED,,EXACT_MATCH,0.0,5.0,HIGH,Exact match on transaction TXN-53d9c018-1477-4349-91aa-0272220eb403 and settlement SET-2af285de-b718-40d7-be69-95af933708df.,2026-04-09 03:02:34+00:00,credit_card,121.37,2026-04-14 00:00:00+00:00,121.37,TXN-53d9c018-1477-4349-91aa-0272220eb403
TXN-407a5dba-7a7b-4fde-88cb-3c37ca7fa684,SET-55486d13-57f8-4e64-a79a-0d9f8f8c6dd7,MATCHED,,EXACT_MATCH,0.0,4.0,HIGH,Exact match on transaction TXN-407a5dba-7a7b-4fde-88cb-3c37ca7fa684 and settlement SET-55486d13-57f8-4e64-a79a-0d9f8f8c6dd7.,2026-04-10 11:06:00+00:00,net_banking,361.05,2026-04-14 00:00:00+00:00,361.05,TXN-407a5dba-7a7b-4fde-88cb-3c37ca7fa684
TXN-8496c448-ce8d-4be2-b44c-083a79fa3089,SET-652a210c-98fd-4538-99cc-6e3cfea3ac03,MATCHED,,EXACT_MATCH,0.0,3.0,HIGH,Exact match on transaction TXN-8496c448-ce8d-4be2-b44c-083a79fa3089 and settlement SET-652a210c-98fd-4538-99cc-6e3cfea3ac03.,2026-04-11 21:31:37+00:00,net_banking,25.98,2026-04-14 00:00:00+00:00,25.98,TXN-8496c448-ce8d-4be2-b44c-083a79fa3089
TXN-d9282505-1c3e-4d6c-a98e-2be0631ced3f,SET-d5aef5f0-f1c6-4fee-8c11-85480fa7362c,MATCHED,,EXACT_MATCH,0.0,3.0,HIGH,Exact match on transaction TXN-d9282505-1c3e-4d6c-a98e-2be0631ced3f and settlement SET-d5aef5f0-f1c6-4fee-8c11-85480fa7362c.,2026-04-11 12:08:49+00:00,net_banking,160.53,2026-04-14 00:00:00+00:00,160.53,TXN-d9282505-1c3e-4d6c-a98e-2be0631ced3f
TXN-f5d2b508-17b2-4553-afb4-b009db903baa,SET-5f58ed1b-640d-4d94-bcc2-f32835238190,MATCHED,,EXACT_MATCH,0.0,4.0,HIGH,Exact match on transaction TXN-f5d2b508-17b2-4553-afb4-b009db903baa and settlement SET-5f58ed1b-640d-4d94-bcc2-f32835238190.,2026-04-10 21:25:36+00:00,net_banking,129.7,2026-04-14 00:00:00+00:00,129.7,TXN-f5d2b508-17b2-4553-afb4-b009db903baa
TXN-1e372fe2-fd1c-4559-8a97-f9ed5947b789,SET-0421d8aa-7d86-49c0-a25f-098ee39ecefe,MATCHED,,EXACT_MATCH,0.0,3.0,HIGH,Exact match on transaction TXN-1e372fe2-fd1c-4559-8a97-f9ed5947b789 and settlement SET-0421d8aa-7d86-49c0-a25f-098ee39ecefe.,2026-04-11 22:59:20+00:00,credit_card,167.08,2026-04-14 00:00:00+00:00,167.08,TXN-1e372fe2-fd1c-4559-8a97-f9ed5947b789
TXN-4a574269-db63-4b1a-ac37-0fb77bc0c960,SET-ddd73b4e-ad67-4a80-9181-109147f2588c,MATCHED,,EXACT_MATCH,0.0,2.0,HIGH,Exact match on transaction TXN-4a574269-db63-4b1a-ac37-0fb77bc0c960 and settlement SET-ddd73b4e-ad67-4a80-9181-109147f2588c.,2026-04-12 21:29:39+00:00,net_banking,88.72,2026-04-14 00:00:00+00:00,88.72,TXN-4a574269-db63-4b1a-ac37-0fb77bc0c960
TXN-75a1b620-a7f3-465b-9c88-39380d2a10cd,SET-3dfc236d-0f1d-4420-a13d-fba0bc71ce37,DUPLICATE,DUPLICATE_SETTLEMENT,EXACT_MATCH,0.0,2.0,HIGH,Settlement replay detected: SET-3dfc236d-0f1d-4420-a13d-fba0bc71ce37 for transaction TXN-75a1b620-a7f3-465b-9c88-39380d2a10cd with amount 11.9.,2026-04-12 21:35:17+00:00,net_banking,11.9,2026-04-14 00:00:00+00:00,11.9,TXN-75a1b620-a7f3-465b-9c88-39380d2a10cd
TXN-337cab1c-d679-4450-a479-bd528d48e53d,SET-0bfaffa3-e2ec-4cb6-8498-61d415ad6d10,MATCHED,,EXACT_MATCH,0.0,2.0,HIGH,Exact match on transaction TXN-337cab1c-d679-4450-a479-bd528d48e53d and settlement SET-0bfaffa3-e2ec-4cb6-8498-61d415ad6d10.,2026-04-12 22:22:40+00:00,net_banking,38.3,2026-04-14 00:00:00+00:00,38.3,TXN-337cab1c-d679-4450-a479-bd528d48e53d
TXN-e10a3f69-74e6-45cb-a010-dceec8ffd422,SET-6198c99b-27a6-4051-a1db-39ee558daff6,MATCHED,,EXACT_MATCH,0.0,1.0,HIGH,Exact match on transaction TXN-e10a3f69-74e6-45cb-a010-dceec8ffd422 and settlement SET-6198c99b-27a6-4051-a1db-39ee558daff6.,2026-04-13 00:02:19+00:00,UPI,94.28,2026-04-14 00:00:00+00:00,94.28,TXN-e10a3f69-74e6-45cb-a010-dceec8ffd422
TXN-ebab504e-a9c8-42ab-96b9-b2fd4b2a189e,SET-7589b26a-0ca9-42f2-82a0-2314ac1ed37c,MATCHED,,EXACT_MATCH,0.0,1.0,HIGH,Exact match on transaction TXN-ebab504e-a9c8-42ab-96b9-b2fd4b2a189e and settlement SET-7589b26a-0ca9-42f2-82a0-2314ac1ed37c.,2026-04-13 03:11:28+00:00,wallet,331.07,2026-04-14 00:00:00+00:00,331.07,TXN-ebab504e-a9c8-42ab-96b9-b2fd4b2a189e
TXN-2bf147a7-7408-4880-ae92-bb7ba70ff81c,SET-e88618fb-1f5d-4194-918d-8fd331d628a4,MATCHED,,EXACT_MATCH,0.0,1.0,HIGH,Exact match on transaction TXN-2bf147a7-7408-4880-ae92-bb7ba70ff81c and settlement SET-e88618fb-1f5d-4194-918d-8fd331d628a4.,2026-04-13 15:46:12+00:00,UPI,143.02,2026-04-14 00:00:00+00:00,143.02,TXN-2bf147a7-7408-4880-ae92-bb7ba70ff81c
TXN-27c00811-f68c-40da-83a4-c12cb76b7cce,SET-b31e1efc-7ac8-4841-b3c5-ecb52aa06ac5,MATCHED,,EXACT_MATCH,0.0,1.0,HIGH,Exact match on transaction TXN-27c00811-f68c-40da-83a4-c12cb76b7cce and settlement SET-b31e1efc-7ac8-4841-b3c5-ecb52aa06ac5.,2026-04-13 17:18:18+00:00,credit_card,31.01,2026-04-14 00:00:00+00:00,31.01,TXN-27c00811-f68c-40da-83a4-c12cb76b7cce
TXN-303baf9b-b44a-452c-b89b-7d23e0ae33de,SET-971a3017-dd42-4ca7-8b72-64fd2d698aa6,MATCHED,,EXACT_MATCH,0.0,2.0,HIGH,Exact match on transaction TXN-303baf9b-b44a-452c-b89b-7d23e0ae33de and settlement SET-971a3017-dd42-4ca7-8b72-64fd2d698aa6.,2026-04-12 21:49:12+00:00,net_banking,124.3,2026-04-14 00:00:00+00:00,124.3,TXN-303baf9b-b44a-452c-b89b-7d23e0ae33de
TXN-8b84b1c5-e327-40cf-8d9a-708f51388889,SET-602c13a1-18e4-4312-9526-c94aaba616b2,MATCHED,,EXACT_MATCH,0.0,1.0,HIGH,Exact match on transaction TXN-8b84b1c5-e327-40cf-8d9a-708f51388889 and settlement SET-602c13a1-18e4-4312-9526-c94aaba616b2.,2026-04-13 11:53:10+00:00,credit_card,142.6,2026-04-14 00:00:00+00:00,142.6,TXN-8b84b1c5-e327-40cf-8d9a-708f51388889
TXN-a56169ac-2116-4735-9ee5-169db7ffee45,SET-f75fb68b-5227-4ba7-a620-797db984acc3,MATCHED,,EXACT_MATCH,0.0,4.0,HIGH,Exact match on transaction TXN-a56169ac-2116-4735-9ee5-169db7ffee45 and settlement SET-f75fb68b-5227-4ba7-a620-797db984acc3.,2026-04-10 20:04:41+00:00,net_banking,93.44,2026-04-14 00:00:00+00:00,93.44,TXN-a56169ac-2116-4735-9ee5-169db7ffee45
TXN-b9e6bc33-4517-4351-be0a-a93c12e607bc,SET-a6661ed9-1bbf-41c4-a606-af94f2a50347,MATCHED,,EXACT_MATCH,0.0,2.0,HIGH,Exact match on transaction TXN-b9e6bc33-4517-4351-be0a-a93c12e607bc and settlement SET-a6661ed9-1bbf-41c4-a606-af94f2a50347.,2026-04-12 21:31:02+00:00,credit_card,6.07,2026-04-14 00:00:00+00:00,6.07,TXN-b9e6bc33-4517-4351-be0a-a93c12e607bc
TXN-c56e5c28-d6a5-48df-8315-2155a1c06acb,SET-b7c01b35-5081-47bc-82db-5e1b00a4a036,MATCHED,,EXACT_MATCH,0.0,1.0,HIGH,Exact match on transaction TXN-c56e5c28-d6a5-48df-8315-2155a1c06acb and settlement SET-b7c01b35-5081-47bc-82db-5e1b00a4a036.,2026-04-13 16:32:16+00:00,UPI,26.13,2026-04-14 00:00:00+00:00,26.13,TXN-c56e5c28-d6a5-48df-8315-2155a1c06acb
TXN-2af4403f-eede-404e-834d-7d42ce5ec38c,SET-55871e56-8624-43a3-b987-2bcb23e003cd,MATCHED,,EXACT_MATCH,0.0,1.0,HIGH,Exact match on transaction TXN-2af4403f-eede-404e-834d-7d42ce5ec38c and settlement SET-55871e56-8624-43a3-b987-2bcb23e003cd.,2026-04-13 09:00:32+00:00,credit_card,151.61,2026-04-14 00:00:00+00:00,151.61,TXN-2af4403f-eede-404e-834d-7d42ce5ec38c
TXN-04c891b4-b060-43e1-805b-dc9ce716bec3,SET-9901eb77-4fdb-4bbf-a552-e4f4f7ef5db0,MATCHED,,EXACT_MATCH,0.0,1.0,HIGH,Exact match on transaction TXN-04c891b4-b060-43e1-805b-dc9ce716bec3 and settlement SET-9901eb77-4fdb-4bbf-a552-e4f4f7ef5db0.,2026-04-13 17:57:47+00:00,wallet,14.34,2026-04-14 00:00:00+00:00,14.34,TXN-04c891b4-b060-43e1-805b-dc9ce716bec3
TXN-0222ddea-5330-42d0-975f-95b3804288da,SET-c5892013-e039-4f76-929a-23322e47f5a7,MATCHED,,EXACT_MATCH,0.0,1.0,HIGH,Exact match on transaction TXN-0222ddea-5330-42d0-975f-95b3804288da and settlement SET-c5892013-e039-4f76-929a-23322e47f5a7.,2026-04-13 20:15:11+00:00,credit_card,382.61,2026-04-14 00:00:00+00:00,382.61,TXN-0222ddea-5330-42d0-975f-95b3804288da
TXN-3f704731-e774-46be-90bd-725c7fa85891,SET-72f0ab6a-9a7f-4c83-b4f0-00ede3bd465b,MATCHED,,EXACT_MATCH,0.0,0.0,HIGH,Exact match on transaction TXN-3f704731-e774-46be-90bd-725c7fa85891 and settlement SET-72f0ab6a-9a7f-4c83-b4f0-00ede3bd465b.,2026-04-14 16:14:59+00:00,UPI,8.26,2026-04-14 00:00:00+00:00,8.26,TXN-3f704731-e774-46be-90bd-725c7fa85891
TXN-123222e8-84d8-43ec-97d2-289b50591169,SET-c566f9be-4df5-46b4-a4ed-55a741daa609,MATCHED,,EXACT_MATCH,0.0,1.0,HIGH,Exact match on transaction TXN-123222e8-84d8-43ec-97d2-289b50591169 and settlement SET-c566f9be-4df5-46b4-a4ed-55a741daa609.,2026-04-13 19:18:17+00:00,UPI,79.5,2026-04-14 00:00:00+00:00,79.5,TXN-123222e8-84d8-43ec-97d2-289b50591169
TXN-eea391f3-cf08-4761-bea4-fb54768d7b63,SET-dfe96eb4-d0f0-4bb8-b6db-2b3194d60f13,MATCHED,,EXACT_MATCH,0.0,0.0,HIGH,Exact match on transaction TXN-eea391f3-cf08-4761-bea4-fb54768d7b63 and settlement SET-dfe96eb4-d0f0-4bb8-b6db-2b3194d60f13.,2026-04-14 18:52:14+00:00,wallet,58.58,2026-04-14 00:00:00+00:00,58.58,TXN-eea391f3-cf08-4761-bea4-fb54768d7b63
TXN-1e84c41b-7774-4850-8b0f-d654444cb344,SET-f6c95dd5-9a38-4db7-980d-8d5fb85f8f93,MATCHED,,EXACT_MATCH,0.0,1.0,HIGH,Exact match on transaction TXN-1e84c41b-7774-4850-8b0f-d654444cb344 and settlement SET-f6c95dd5-9a38-4db7-980d-8d5fb85f8f93.,2026-04-13 18:45:15+00:00,credit_card,63.4,2026-04-14 00:00:00+00:00,63.4,TXN-1e84c41b-7774-4850-8b0f-d654444cb344
TXN-aadb8382-dda7-4577-a76b-3db698639865,SET-89557972-9556-4cdd-9ba9-5801ee84f6ce,MATCHED,,EXACT_MATCH,0.0,1.0,HIGH,Exact match on transaction TXN-aadb8382-dda7-4577-a76b-3db698639865 and settlement SET-89557972-9556-4cdd-9ba9-5801ee84f6ce.,2026-04-13 18:23:21+00:00,credit_card,200.08,2026-04-14 00:00:00+00:00,200.08,TXN-aadb8382-dda7-4577-a76b-3db698639865
TXN-a2a8167e-bf8d-424d-83ce-d4f436ec5a8f,SET-611bf445-6b6e-4f61-b11f-2042df4a4ac4,MATCHED,,EXACT_MATCH,0.0,1.0,HIGH,Exact match on transaction TXN-a2a8167e-bf8d-424d-83ce-d4f436ec5a8f and settlement SET-611bf445-6b6e-4f61-b11f-2042df4a4ac4.,2026-04-13 19:19:34+00:00,wallet,130.9,2026-04-14 00:00:00+00:00,130.9,TXN-a2a8167e-bf8d-424d-83ce-d4f436ec5a8f
TXN-0919dfc2-9e9e-4e30-aace-50b8751bd5e0,SET-7e57500e-cb74-4049-b617-56003acd4d4a,DUPLICATE,DUPLICATE_SETTLEMENT,EXACT_MATCH,0.0,0.0,HIGH,Settlement replay detected: SET-7e57500e-cb74-4049-b617-56003acd4d4a for transaction TXN-0919dfc2-9e9e-4e30-aace-50b8751bd5e0 with amount 12.95.,2026-04-14 21:18:12+00:00,wallet,12.95,2026-04-14 00:00:00+00:00,12.95,TXN-0919dfc2-9e9e-4e30-aace-50b8751bd5e0
TXN-cf1aabf4-15e4-4bdb-9884-6d8b1211a427,SET-7d4d6d8b-17f3-4201-b438-aac0b8040c2f,MATCHED,,EXACT_MATCH,0.0,1.0,HIGH,Exact match on transaction TXN-cf1aabf4-15e4-4bdb-9884-6d8b1211a427 and settlement SET-7d4d6d8b-17f3-4201-b438-aac0b8040c2f.,2026-04-13 21:18:32+00:00,wallet,24.56,2026-04-14 00:00:00+00:00,24.56,TXN-cf1aabf4-15e4-4bdb-9884-6d8b1211a427
TXN-fc0c9678-70fc-4d05-a88e-ec197e417294,SET-c8bdaa4d-bf14-48a1-8bc7-b8506d888e82,MATCHED,,EXACT_MATCH,0.0,1.0,HIGH,Exact match on transaction TXN-fc0c9678-70fc-4d05-a88e-ec197e417294 and settlement SET-c8bdaa4d-bf14-48a1-8bc7-b8506d888e82.,2026-04-13 18:52:36+00:00,wallet,11.91,2026-04-14 00:00:00+00:00,11.91,TXN-fc0c9678-70fc-4d05-a88e-ec197e417294
TXN-10889690-a3cb-4212-b938-2ad8f355f502,SET-cd6e11fb-c92f-4f1e-aa78-33e99153c875,MATCHED,,EXACT_MATCH,0.0,1.0,HIGH,Exact match on transaction TXN-10889690-a3cb-4212-b938-2ad8f355f502 and settlement SET-cd6e11fb-c92f-4f1e-aa78-33e99153c875.,2026-04-13 21:03:17+00:00,UPI,228.91,2026-04-14 00:00:00+00:00,228.91,TXN-10889690-a3cb-4212-b938-2ad8f355f502
TXN-8c1a28d5-332d-4b76-9d37-cb6c67fedb47,SET-67b4df29-75b6-4a47-baa4-7579cedc7488,MATCHED,,EXACT_MATCH,0.0,1.0,HIGH,Exact match on transaction TXN-8c1a28d5-332d-4b76-9d37-cb6c67fedb47 and settlement SET-67b4df29-75b6-4a47-baa4-7579cedc7488.,2026-04-13 20:52:24+00:00,net_banking,55.57,2026-04-14 00:00:00+00:00,55.57,TXN-8c1a28d5-332d-4b76-9d37-cb6c67fedb47
TXN-887c333c-5299-4ae5-a686-0c8ed12c4576,SET-c8b5549c-ad35-4d09-8a0e-e60713dc3088,MATCHED,,EXACT_MATCH,0.0,1.0,HIGH,Exact match on transaction TXN-887c333c-5299-4ae5-a686-0c8ed12c4576 and settlement SET-c8b5549c-ad35-4d09-8a0e-e60713dc3088.,2026-04-13 21:02:15+00:00,credit_card,127.39,2026-04-14 00:00:00+00:00,127.39,TXN-887c333c-5299-4ae5-a686-0c8ed12c4576
TXN-fa39a40a-0d3c-4cc9-9948-8ef90bb6555c,SET-f93d7158-b04e-4800-8470-75abb5b02e05,DUPLICATE,DUPLICATE_SETTLEMENT,EXACT_MATCH,0.0,1.0,HIGH,Settlement replay detected: SET-f93d7158-b04e-4800-8470-75abb5b02e05 for transaction TXN-fa39a40a-0d3c-4cc9-9948-8ef90bb6555c with amount 15.87.,2026-04-13 22:58:01+00:00,credit_card,15.87,2026-04-14 00:00:00+00:00,15.87,TXN-fa39a40a-0d3c-4cc9-9948-8ef90bb6555c
TXN-16fdf6da-f53d-435b-a19e-d6cd6dd40827,SET-154d35a8-da77-48d1-9dd6-65e2f54bf8c4,DUPLICATE,DUPLICATE_SETTLEMENT,EXACT_MATCH,0.0,0.0,HIGH,Settlement replay detected: SET-154d35a8-da77-48d1-9dd6-65e2f54bf8c4 for transaction TXN-16fdf6da-f53d-435b-a19e-d6cd6dd40827 with amount 60.75.,2026-04-14 13:41:48+00:00,wallet,60.75,2026-04-14 00:00:00+00:00,60.75,TXN-16fdf6da-f53d-435b-a19e-d6cd6dd40827
TXN-1310ec17-6b5e-4e71-bd37-19b3936b929f,SET-89ee31c9-a52a-44cf-9d8c-0979208f8acc,MATCHED,,EXACT_MATCH,0.0,1.0,HIGH,Exact match on transaction TXN-1310ec17-6b5e-4e71-bd37-19b3936b929f and settlement SET-89ee31c9-a52a-44cf-9d8c-0979208f8acc.,2026-04-13 21:59:01+00:00,wallet,455.21,2026-04-14 00:00:00+00:00,455.21,TXN-1310ec17-6b5e-4e71-bd37-19b3936b929f
TXN-ec3a4405-0481-4717-8d43-78603796d203,SET-5ab45342-a3ea-4225-a59c-dafdcc5ce0e2,MATCHED,,EXACT_MATCH,0.0,1.0,HIGH,Exact match on transaction TXN-ec3a4405-0481-4717-8d43-78603796d203 and settlement SET-5ab45342-a3ea-4225-a59c-dafdcc5ce0e2.,2026-04-13 22:06:31+00:00,wallet,134.25,2026-04-14 00:00:00+00:00,134.25,TXN-ec3a4405-0481-4717-8d43-78603796d203
TXN-e2dbd474-bb2a-4aa7-b18f-2ae6977fc514,SET-2bc0df1a-40a6-4a97-8156-04aeb426f2d2,MATCHED,,EXACT_MATCH,0.0,1.0,HIGH,Exact match on transaction TXN-e2dbd474-bb2a-4aa7-b18f-2ae6977fc514 and settlement SET-2bc0df1a-40a6-4a97-8156-04aeb426f2d2.,2026-04-13 21:15:12+00:00,UPI,155.21,2026-04-14 00:00:00+00:00,155.21,TXN-e2dbd474-bb2a-4aa7-b18f-2ae6977fc514
TXN-2a070da1-d113-4e80-9087-1ce10b0731ee,SET-79b8e070-015f-4e8f-92a3-035de22cb520,MATCHED,,EXACT_MATCH,0.0,0.0,HIGH,Exact match on transaction TXN-2a070da1-d113-4e80-9087-1ce10b0731ee and settlement SET-79b8e070-015f-4e8f-92a3-035de22cb520.,2026-04-14 11:09:05+00:00,wallet,36.88,2026-04-14 00:00:00+00:00,36.88,TXN-2a070da1-d113-4e80-9087-1ce10b0731ee
TXN-1c5a5796-1031-4f39-9ef4-a56c71736dc9,SET-ca49c5a4-cef4-4da7-8c5d-251b8d33d1df,MATCHED,,EXACT_MATCH,0.0,1.0,HIGH,Exact match on transaction TXN-1c5a5796-1031-4f39-9ef4-a56c71736dc9 and settlement SET-ca49c5a4-cef4-4da7-8c5d-251b8d33d1df.,2026-04-13 21:44:29+00:00,UPI,56.84,2026-04-14 00:00:00+00:00,56.84,TXN-1c5a5796-1031-4f39-9ef4-a56c71736dc9
TXN-fdafcb5c-d4b6-4fa1-8b77-bc54e852d5db,SET-d6f966a8-743d-4944-a17b-e121178e053f,MATCHED,,EXACT_MATCH,0.0,1.0,HIGH,Exact match on transaction TXN-fdafcb5c-d4b6-4fa1-8b77-bc54e852d5db and settlement SET-d6f966a8-743d-4944-a17b-e121178e053f.,2026-04-13 22:20:05+00:00,credit_card,32.33,2026-04-14 00:00:00+00:00,32.33,TXN-fdafcb5c-d4b6-4fa1-8b77-bc54e852d5db
TXN-e2b1191c-42f3-416d-9725-492e8b27e8b0,SET-9dc35fb3-705a-4acb-a314-23a89e6bed4b,MATCHED,,EXACT_MATCH,0.0,0.0,HIGH,Exact match on transaction TXN-e2b1191c-42f3-416d-9725-492e8b27e8b0 and settlement SET-9dc35fb3-705a-4acb-a314-23a89e6bed4b.,2026-04-14 18:10:49+00:00,UPI,273.94,2026-04-14 00:00:00+00:00,273.94,TXN-e2b1191c-42f3-416d-9725-492e8b27e8b0
TXN-75a1b620-a7f3-465b-9c88-39380d2a10cd,SET-51ea3af4-604b-4fdd-a3ae-0634bc8071e7,DUPLICATE,DUPLICATE_SETTLEMENT,EXACT_MATCH,0.0,2.0,HIGH,Settlement replay detected: SET-51ea3af4-604b-4fdd-a3ae-0634bc8071e7 for transaction TXN-75a1b620-a7f3-465b-9c88-39380d2a10cd with amount 11.9.,2026-04-12 21:35:17+00:00,net_banking,11.9,2026-04-14 01:00:00+00:00,11.9,TXN-75a1b620-a7f3-465b-9c88-39380d2a10cd
TXN-fa39a40a-0d3c-4cc9-9948-8ef90bb6555c,SET-db4ce31c-436b-4745-8d09-bc253d4a4aba,DUPLICATE,DUPLICATE_SETTLEMENT,EXACT_MATCH,0.0,1.0,HIGH,Settlement replay detected: SET-db4ce31c-436b-4745-8d09-bc253d4a4aba for transaction TXN-fa39a40a-0d3c-4cc9-9948-8ef90bb6555c with amount 15.87.,2026-04-13 22:58:01+00:00,credit_card,15.87,2026-04-14 03:00:00+00:00,15.87,TXN-fa39a40a-0d3c-4cc9-9948-8ef90bb6555c
TXN-16e0e8e2-4500-4534-884b-43030f356155,SET-69933e86-4217-4ad0-99d2-8f4dcd261180,MATCHED,,EXACT_MATCH,0.0,2.0,HIGH,Exact match on transaction TXN-16e0e8e2-4500-4534-884b-43030f356155 and settlement SET-69933e86-4217-4ad0-99d2-8f4dcd261180.,2026-04-13 09:46:31+00:00,net_banking,294.38,2026-04-15 00:00:00+00:00,294.38,TXN-16e0e8e2-4500-4534-884b-43030f356155
TXN-2930529d-4f9a-46d3-a68e-b3fc192af436,SET-7068ba2b-b550-4329-b1fd-b0c0665b760e,MATCHED,,EXACT_MATCH,0.0,1.0,HIGH,Exact match on transaction TXN-2930529d-4f9a-46d3-a68e-b3fc192af436 and settlement SET-7068ba2b-b550-4329-b1fd-b0c0665b760e.,2026-04-14 18:32:40+00:00,UPI,78.17,2026-04-15 00:00:00+00:00,78.17,TXN-2930529d-4f9a-46d3-a68e-b3fc192af436
TXN-23a0bbfa-1c54-450d-96bf-69902639e621,SET-b53f2334-04d2-4624-aa60-67a97a6e432b,DUPLICATE,DUPLICATE_SETTLEMENT,EXACT_MATCH,0.0,3.0,HIGH,Settlement replay detected: SET-b53f2334-04d2-4624-aa60-67a97a6e432b for transaction TXN-23a0bbfa-1c54-450d-96bf-69902639e621 with amount 66.22.,2026-04-12 20:13:43+00:00,net_banking,66.22,2026-04-15 00:00:00+00:00,66.22,TXN-23a0bbfa-1c54-450d-96bf-69902639e621
TXN-b36160f6-e61c-4472-9d39-b407b02db791,SET-2ed7860b-bfc0-401a-93a2-ac31d5780372,MATCHED,,EXACT_MATCH,0.0,3.0,HIGH,Exact match on transaction TXN-b36160f6-e61c-4472-9d39-b407b02db791 and settlement SET-2ed7860b-bfc0-401a-93a2-ac31d5780372.,2026-04-12 18:57:57+00:00,net_banking,18.87,2026-04-15 00:00:00+00:00,18.87,TXN-b36160f6-e61c-4472-9d39-b407b02db791
TXN-49101df2-62fa-41d0-a527-e393a3f35023,SET-9a1d387d-87f6-4f9b-bdc0-d14090bd7506,MATCHED,,EXACT_MATCH,0.0,0.0,HIGH,Exact match on transaction TXN-49101df2-62fa-41d0-a527-e393a3f35023 and settlement SET-9a1d387d-87f6-4f9b-bdc0-d14090bd7506.,2026-04-15 18:49:15+00:00,wallet,71.67,2026-04-15 00:00:00+00:00,71.67,TXN-49101df2-62fa-41d0-a527-e393a3f35023
TXN-f499bddd-0ead-4ca4-b3a8-7707f929a750,SET-5304005a-f518-4c72-a420-5e3f150356a2,MATCHED,,EXACT_MATCH,0.0,2.0,HIGH,Exact match on transaction TXN-f499bddd-0ead-4ca4-b3a8-7707f929a750 and settlement SET-5304005a-f518-4c72-a420-5e3f150356a2.,2026-04-13 19:01:37+00:00,credit_card,60.23,2026-04-15 00:00:00+00:00,60.23,TXN-f499bddd-0ead-4ca4-b3a8-7707f929a750
TXN-fdc095de-99b4-4f4b-a66b-0b59f132c6a0,SET-4f0059f3-23e4-469a-b8ab-b62260bf39c7,MATCHED,,EXACT_MATCH,0.0,1.0,HIGH,Exact match on transaction TXN-fdc095de-99b4-4f4b-a66b-0b59f132c6a0 and settlement SET-4f0059f3-23e4-469a-b8ab-b62260bf39c7.,2026-04-14 13:02:10+00:00,credit_card,22.06,2026-04-15 00:00:00+00:00,22.06,TXN-fdc095de-99b4-4f4b-a66b-0b59f132c6a0
TXN-caa1576a-ba30-44c1-a43c-9bbd14b07120,SET-e19ce8bc-4892-4b3a-b111-d8895a6cfd06,MATCHED,,EXACT_MATCH,0.0,2.0,HIGH,Exact match on transaction TXN-caa1576a-ba30-44c1-a43c-9bbd14b07120 and settlement SET-e19ce8bc-4892-4b3a-b111-d8895a6cfd06.,2026-04-13 10:41:04+00:00,net_banking,20.76,2026-04-15 00:00:00+00:00,20.76,TXN-caa1576a-ba30-44c1-a43c-9bbd14b07120
