settlement_id,transaction_ref,settled_amount,settlement_timestamp,settlement_batch_id,settlement_status,payment_method
SET-41957703-8047-403a-9239-29f592970c45,TXN-fd89c4b3-add8-4f72-bc58-c646837171de,33.9,2026-04-13,BATCH-63daff5f-31e6-4db2-8fe4-2c4ce148d2d5,settled,UPI
SET-823f843e-77f0-403f-9402-dde21d715dea,TXN-1a9dcb88-4903-420f-b6ba-78d9c1fbbf5a,224.87,2026-04-13,BATCH-2026-04-13,settled,net_banking
SET-6ddcf376-b20d-42bd-a52b-9a1bf57b5f96,TXN-ca9ddeac-263c-49c1-844e-4a762832427c,46.23,2026-04-13,BATCH-5287eef2-d4ba-49fb-a6e6-90057cee08e2,settled,UPI
SET-a5d81d3c-7e89-469d-b03a-55c863c9f5b4,TXN-85165679-7447-49a2-9d66-149876eb091c,360.1,2026-04-13,BATCH-03014a45-62cf-4537-95f2-871289a5b6b9,settled,UPI
SET-47481ff3-199a-404f-8a84-9e8566b7eb9a,TXN-b059f3d5-b8e5-4244-b2a2-efc4d31e6e85,251.14,2026-04-13,BATCH-2026-04-13,settled,net_banking
SET-c6ce9d5e-401b-4c2b-9c23-fa6679549948,TXN-bc0e47b4-6f2f-4239-ad7d-276def9d927a,29.81,2026-04-13,BATCH-027570d3-b97a-4d68-a345-c2273b9d62a7,settled,UPI
SET-a953b420-b084-457b-882a-8b9f8cd19a44,TXN-4f0a4aa7-17be-472b-bb5e-000da3809fe9,920.28,2026-04-13,BATCH-2026-04-13,settled,net_banking
SET-784c37e9-1f2d-4ffa-8fca-07361ca33874,TXN-917147bb-4c99-4314-b806-784ca093952f,38.52,2026-04-13,BATCH-2eb7290d-5932-476f-b436-2c14639493e3,settled,UPI
SET-8f1ca8d8-fd6c-492a-9821-7d7b26e5f7b8,TXN-c7882b42-c533-4544-b2ec-7a5fe0d7fb53,258.6,2026-04-13,BATCH-659bcdcd-938e-414c-8fea-a3691a2ec380,settled,UPI
SET-317e7636-9c0f-4b46-b002-ae3d09a2d927,TXN-7d33273e-245b-42c6-84ef-f95042bf1522,143.96,2026-04-13,BATCH-a054fa52-bdc1-4754-9228-744e5becd473,settled,UPI
SET-97080ea8-8be8-4b0a-ad4c-d182afc71560,TXN-717ace39-19b3-43c8-938b-94834f8bb795,23.69,2026-04-13,BATCH-80aea186-5f1c-4a2a-b4f0-df54714b21d5,settled,credit_card
SET-ba984299-c06a-4648-935a-a2bfb76cb4b3,TXN-797bb553-92b1-4d83-b052-374527bc226a,214.68,2026-04-13,BATCH-2026-04-13,settled,net_banking
SET-c5892013-e039-4f76-929a-23322e47f5a7,TXN-0222ddea-5330-42d0-975f-95b3804288da,382.61,2026-04-14,BATCH-d63893db-8cd1-473b-ad30-4f16e83bc6fb,settled,credit_card
SET-81947483-9268-4d0a-9cec-4e1174bea546,TXN-5d7a42e3-8715-42cc-9372-1f353de6031c,126.85,2026-04-14,BATCH-88ac2c7e-0070-4b02-95dc-6d2154a69211,settled,wallet
SET-72f0ab6a-9a7f-4c83-b4f0-00ede3bd465b,TXN-3f704731-e774-46be-90bd-725c7fa85891,8.26,2026-04-14,BATCH-32f55ef7-37c3-488c-bb10-bbeab30bbda6,settled,UPI
SET-c566f9be-4df5-46b4-a4ed-55a741daa609,TXN-123222e8-84d8-43ec-97d2-289b50591169,79.5,2026-04-14,BATCH-6934c5ae-3928-4d39-b99c-d279fa1f1d45,settled,UPI
SET-dfe96eb4-d0f0-4bb8-b6db-2b3194d60f13,TXN-eea391f3-cf08-4761-bea4-fb54768d7b63,58.58,2026-04-14,BATCH-4c7f1e2f-2f42-4d21-8b54-e62f73319a44,settled,wallet
SET-c8bdaa4d-bf14-48a1-8bc7-b8506d888e82,TXN-fc0c9678-70fc-4d05-a88e-ec197e417294,11.91,2026-04-14,BATCH-b67e5aed-378a-466a-aef6-b9e32c546727,settled,wallet
SET-f6c95dd5-9a38-4db7-980d-8d5fb85f8f93,TXN-1e84c41b-7774-4850-8b0f-d654444cb344,63.4,2026-04-14,BATCH-e79cf157-0b1a-40dd-9f63-f6d1d70abf0e,settled,credit_card
SET-89557972-9556-4cdd-9ba9-5801ee84f6ce,TXN-aadb8382-dda7-4577-a76b-3db698639865,200.08,2026-04-14,BATCH-265a8269-ee7b-41c8-8038-774d8559d97b,settled,credit_card
SET-611bf445-6b6e-4f61-b11f-2042df4a4ac4,TXN-a2a8167e-bf8d-424d-83ce-d4f436ec5a8f,130.9,2026-04-14,BATCH-cd91692f-1d8d-4b9e-9e5b-64025bd4637a,settled,wallet
SET-7e57500e-cb74-4049-b617-56003acd4d4a,TXN-0919dfc2-9e9e-4e30-aace-50b8751bd5e0,12.95,2026-04-14,BATCH-e5a956c7-9701-4e3a-9bef-25de9b5fa0f5,settled,wallet
SET-7d4d6d8b-17f3-4201-b438-aac0b8040c2f,TXN-cf1aabf4-15e4-4bdb-9884-6d8b1211a427,24.56,2026-04-14,BATCH-045d3c8c-6297-4ab9-87af-c509de5a30f5,settled,wallet
SET-c8b5549c-ad35-4d09-8a0e-e60713dc3088,TXN-887c333c-5299-4ae5-a686-0c8ed12c4576,127.39,2026-04-14,BATCH-f0334569-54ce-4dfe-8a4b-de1990c3b2d7,settled,credit_card
SET-cd6e11fb-c92f-4f1e-aa78-33e99153c875,TXN-10889690-a3cb-4212-b938-2ad8f355f502,228.91,2026-04-14,BATCH-5d9be60a-6358-4600-89ff-42cce76eb015,settled,UPI
SET-2bc0df1a-40a6-4a97-8156-04aeb426f2d2,TXN-e2dbd474-bb2a-4aa7-b18f-2ae6977fc514,155.21,2026-04-14,BATCH-f16f1bd8-6470-4cc0-a931-39719c300a21,settled,UPI
SET-d6f966a8-743d-4944-a17b-e121178e053f,TXN-fdafcb5c-d4b6-4fa1-8b77-bc54e852d5db,32.33,2026-04-14,BATCH-38f32924-21ec-4693-b037-e44eb40bd48d,settled,credit_card
SET-ca49c5a4-cef4-4da7-8c5d-251b8d33d1df,TXN-1c5a5796-1031-4f39-9ef4-a56c71736dc9,56.84,2026-04-14,BATCH-a31948d9-74cc-4842-b2ba-573bf1148983,settled,UPI
SET-79b8e070-015f-4e8f-92a3-035de22cb520,TXN-2a070da1-d113-4e80-9087-1ce10b0731ee,36.88,2026-04-14,BATCH-dca549ff-5c4d-4f25-9167-00058d5930a3,settled,wallet
SET-9dc35fb3-705a-4acb-a314-23a89e6bed4b,TXN-e2b1191c-42f3-416d-9725-492e8b27e8b0,273.94,2026-04-14,BATCH-1a10ded6-cc7b-476f-93ce-392e0a9beca7,settled,UPI
SET-89ee31c9-a52a-44cf-9d8c-0979208f8acc,TXN-1310ec17-6b5e-4e71-bd37-19b3936b929f,455.21,2026-04-14,BATCH-860ec9c2-ae02-430c-bb78-f253f49481e0,settled,wallet
SET-154d35a8-da77-48d1-9dd6-65e2f54bf8c4,TXN-16fdf6da-f53d-435b-a19e-d6cd6dd40827,60.75,2026-04-14,BATCH-aeeddae4-5677-4dd1-9910-dc6e342647a0,settled,wallet
SET-f93d7158-b04e-4800-8470-75abb5b02e05,TXN-fa39a40a-0d3c-4cc9-9948-8ef90bb6555c,15.87,2026-04-14,BATCH-a962a95d-cd1e-4aa8-9e24-0ffdf2f738fb,settled,credit_card
SET-5ab45342-a3ea-4225-a59c-dafdcc5ce0e2,TXN-ec3a4405-0481-4717-8d43-78603796d203,134.25,2026-04-14,BATCH-b924e367-d29b-4f8a-bbdb-c6c51c0ec916,settled,wallet
SET-67b4df29-75b6-4a47-baa4-7579cedc7488,TXN-8c1a28d5-332d-4b76-9d37-cb6c67fedb47,55.57,2026-04-14,BATCH-2026-04-14,settled,net_banking
SET-9901eb77-4fdb-4bbf-a552-e4f4f7ef5db0,TXN-04c891b4-b060-43e1-805b-dc9ce716bec3,14.34,2026-04-14,BATCH-afda385b-3eda-44f8-ab1c-7ef3d5feaefd,settled,wallet
SET-3695f6ab-5e89-4325-bffb-ce2584a58fcb,TXN-f1aee1dd-3cc4-4a0b-895a-1e787d3f87e3,52.14,2026-04-14,BATCH-a2602714-1181-4835-935a-7b6a8b12687d,settled,UPI
SET-b7c01b35-5081-47bc-82db-5e1b00a4a036,TXN-c56e5c28-d6a5-48df-8315-2155a1c06acb,26.13,2026-04-14,BATCH-98091040-875e-4220-9544-6c2e7f8dba39,settled,UPI
SET-f75fb68b-5227-4ba7-a620-797db984acc3,TXN-a56169ac-2116-4735-9ee5-169db7ffee45,93.44,2026-04-14,BATCH-2026-04-14,settled,net_banking
SET-5f58ed1b-640d-4d94-bcc2-f32835238190,TXN-f5d2b508-17b2-4553-afb4-b009db903baa,129.7,2026-04-14,BATCH-2026-04-14,settled,net_banking
SET-d5aef5f0-f1c6-4fee-8c11-85480fa7362c,TXN-d9282505-1c3e-4d6c-a98e-2be0631ced3f,160.53,2026-04-14,BATCH-2026-04-14,settled,net_banking
SET-652a210c-98fd-4538-99cc-6e3cfea3ac03,TXN-8496c448-ce8d-4be2-b44c-083a79fa3089,25.98,2026-04-14,BATCH-2026-04-14,settled,net_banking
SET-2af285de-b718-40d7-be69-95af933708df,TXN-53d9c018-1477-4349-91aa-0272220eb403,121.37,2026-04-14,BATCH-9325c750-d7d3-43d6-ac4f-33ec9eb77537,settled,credit_card
SET-0421d8aa-7d86-49c0-a25f-098ee39ecefe,TXN-1e372fe2-fd1c-4559-8a97-f9ed5947b789,167.08,2026-04-14,BATCH-3729537d-f038-48ac-adf1-ee62875964d3,settled,credit_card
SET-08cb43cf-c824-4fcf-9c1b-288af29c9f68,TXN-e4b96a57-209f-4575-881d-ee113b630019,42.79,2026-04-14,BATCH-011a75a6-777a-434b-a151-f02317b77978,settled,credit_card
SET-a84106f5-0a72-440c-a278-81944526b5d6,TXN-f168e323-82bb-411a-8061-93bc3c6d0e01,199.38,2026-04-14,BATCH-60304f98-9e7f-4741-aef5-5d35003146cf,settled,credit_card
SET-c5ef3491-bf2e-4276-a256-aeb3414ee0d7,TXN-586f1cb4-34d8-44b8-ad5d-0e1d7aa0dde8,515.97,2026-04-14,BATCH-2026-04-14,settled,net_banking
SET-55486d13-57f8-4e64-a79a-0d9f8f8c6dd7,TXN-407a5dba-7a7b-4fde-88cb-3c37ca7fa684,361.05,2026-04-14,BATCH-2026-04-14,settled,net_banking
SET-ddd73b4e-ad67-4a80-9181-109147f2588c,TXN-4a574269-db63-4b1a-ac37-0fb77bc0c960,88.72,2026-04-14,BATCH-2026-04-14,settled,net_banking
SET-a6661ed9-1bbf-41c4-a606-af94f2a50347,TXN-b9e6bc33-4517-4351-be0a-a93c12e607bc,6.07,2026-04-14,BATCH-fb4db0cc-ca0b-4c30-813d-79dfabfe9f3f,settled,credit_card
SET-3dfc236d-0f1d-4420-a13d-fba0bc71ce37,TXN-75a1b620-a7f3-465b-9c88-39380d2a10cd,11.9,2026-04-14,BATCH-2026-04-14,settled,net_banking
SET-03731b1a-c6f9-4058-b7b3-81e3039444e6,TXN-c33cd643-b1e9-4add-afc0-5428dcc6e2bd,118.38,2026-04-14,BATCH-2026-04-14,settled,net_banking
SET-0bfaffa3-e2ec-4cb6-8498-61d415ad6d10,TXN-337cab1c-d679-4450-a479-bd528d48e53d,38.3,2026-04-14,BATCH-2026-04-14,settled,net_banking
SET-6198c99b-27a6-4051-a1db-39ee558daff6,TXN-e10a3f69-74e6-45cb-a010-dceec8ffd422,94.28,2026-04-14,BATCH-8392cc96-b08b-45e4-96f2-1ecb497a0d0b,settled,UPI
SET-7589b26a-0ca9-42f2-82a0-2314ac1ed37c,TXN-ebab504e-a9c8-42ab-96b9-b2fd4b2a189e,331.07,2026-04-14,BATCH-852017e7-ccf7-4323-b62c-ae0cb24c3751,settled,wallet
SET-e88618fb-1f5d-4194-918d-8fd331d628a4,TXN-2bf147a7-7408-4880-ae92-bb7ba70ff81c,143.02,2026-04-14,BATCH-8c29db7a-b6eb-4078-b515-733c0632ba31,settled,UPI
SET-55871e56-8624-43a3-b987-2bcb23e003cd,TXN-2af4403f-eede-404e-834d-7d42ce5ec38c,151.61,2026-04-14,BATCH-c74b610d-23c4-44cd-9070-5e95e0c746b8,settled,credit_card
SET-b31e1efc-7ac8-4841-b3c5-ecb52aa06ac5,TXN-27c00811-f68c-40da-83a4-c12cb76b7cce,31.01,2026-04-14,BATCH-9a919501-99cf-4cc3-87cb-13fe5e8b6288,settled,credit_card
SET-971a3017-dd42-4ca7-8b72-64fd2d698aa6,TXN-303baf9b-b44a-452c-b89b-7d23e0ae33de,124.3,2026-04-14,BATCH-2026-04-14,settled,net_banking
SET-602c13a1-18e4-4312-9526-c94aaba616b2,TXN-8b84b1c5-e327-40cf-8d9a-708f51388889,142.6,2026-04-14,BATCH-1fc3c72d-099c-40dd-851e-69cedde33924,settled,credit_card
SET-a1936df0-6d49-44c3-8c56-ca8436b0409c,TXN-fc043174-33be-4d02-9cc4-d522ed4c5fd1,60.26,2026-04-15,BATCH-ede63801-9e5a-45d9-bf81-2b3b4426df7b,settled,UPI
SET-d8587740-4014-44e7-9bcb-643d15319092,TXN-ff03082b-6770-40dd-84a3-c0c9a53ccc9f,35.2,2026-04-15,BATCH-7029a064-e633-4ef4-9cee-b88a53082327,settled,credit_card
SET-aca2b579-dca9-4cdd-b993-321c8c5f8555,TXN-6cef2d77-d8d1-4351-ba6c-aeece804f189,532.59,2026-04-15,BATCH-ad8af0f5-4119-49c9-bdb4-c819d7215d2b,settled,credit_card
SET-596b1099-585c-457f-8eda-d44975104ef9,TXN-8a98c985-6b80-4442-a91c-d91940471171,123.38,2026-04-15,BATCH-2026-04-15,settled,net_banking
SET-c48db918-dbe9-4bb2-b4d4-2cad2f5f7dbc,TXN-c80a32a7-e053-4927-a797-bc08414cfc56,132.06,2026-04-15,BATCH-d8d1c036-c68f-48ef-9fac-f5fe70e00800,settled,UPI
SET-fe4a74df-1316-4d09-aad0-24f18d67dec4,TXN-7fbf8e22-866b-448b-9eea-5f0467d5b1e7,24.94,2026-04-15,BATCH-a1a157a8-d0af-4374-b750-b4da28bf5a5b,settled,credit_card
SET-81e35b40-0a95-4976-9ff6-37cd80cad5bd,TXN-5479e5fc-5300-404f-8a76-3861e406a0d5,332.64,2026-04-15,BATCH-8350d58a-c52f-4a30-b54e-c55283cc5cc2,settled,UPI
SET-6a575def-ceeb-43c3-998f-dd3995196cfe,TXN-e604a7c9-1323-4a9d-865a-53c30f5632f8,42.39,2026-04-15,BATCH-328c362e-192f-4b0b-8276-92ed2e340007,settled,wallet
SET-6661c373-a134-4607-9393-203e22472cd8,TXN-222fd638-e6a1-4b67-973d-4cef62a04b38,25.16,2026-04-15,BATCH-c074216d-56e7-435b-bbfb-d0c4db0d237e,settled,UPI
SET-188065df-6d62-4581-9fb9-0f7d72dfbf34,TXN-227f1df3-f5f3-488a-af7b-2b98f3f8fc9a,39.89,2026-04-15,BATCH-b10ad322-ce26-4833-8b22-2f2fee796e51,settled,UPI
SET-dd54bab2-76a9-4fe0-9537-9701dd5b1953,TXN-4ceb70b9-4884-4a78-9bb9-3668d3af718d,31.43,2026-04-15,BATCH-994aa92a-8d2a-4fe0-b7cc-f9ac58cdf77a,settled,wallet
SET-ce72ba2d-cfad-4ee9-b832-dd5f3a8abacc,TXN-43e5feda-e8da-436d-8d3c-8af993f5b0a6,81.62,2026-04-15,BATCH-be340323-605b-4608-82bc-e76b3e5b1c45,settled,UPI
SET-a8c3ea0b-2ec1-4386-8d98-d116f49ca4eb,TXN-83c675a7-faf9-490b-a86b-6827b42c284c,17.98,2026-04-15,BATCH-2026-04-15,settled,net_banking
SET-a199bac9-b880-49ee-8c5d-8fc70a71cca0,TXN-c4dc993e-5fc0-46db-8e0e-7ee9bf5212ff,21.89,2026-04-15,BATCH-2026-04-15,settled,net_banking
SET-6dbefc53-027b-4caf-bee6-ff5a6d769ea9,TXN-7722348e-afa7-4715-8ee7-7e5ad5fb63fd,1157.67,2026-04-15,BATCH-df33cca0-f7de-4b6e-8523-f346286399c0,settled,UPI
SET-761b1880-2482-4b64-863f-b2d422a4a8fd,TXN-c1e949af-1b06-4e2e-99cf-ab6a9a183f27,48.15,2026-04-15,BATCH-f427fe6a-3730-46a0-9993-df0b94d8fba8,settled,credit_card
SET-9a1d387d-87f6-4f9b-bdc0-d14090bd7506,TXN-49101df2-62fa-41d0-a527-e393a3f35023,71.67,2026-04-15,BATCH-5ecd2f0b-150c-4895-971d-d555481a2913,settled,wallet
SET-69933e86-4217-4ad0-99d2-8f4dcd261180,TXN-16e0e8e2-4500-4534-884b-43030f356155,294.38,2026-04-15,BATCH-2026-04-15,settled,net_banking
SET-7068ba2b-b550-4329-b1fd-b0c0665b760e,TXN-2930529d-4f9a-46d3-a68e-b3fc192af436,78.17,2026-04-15,BATCH-312a1c15-38ea-46a5-b460-9556d696536e,settled,UPI
SET-b53f2334-04d2-4624-aa60-67a97a6e432b,TXN-23a0bbfa-1c54-450d-96bf-69902639e621,66.22,2026-04-15,BATCH-2026-04-15,settled,net_banking
SET-2ed7860b-bfc0-401a-93a2-ac31d5780372,TXN-b36160f6-e61c-4472-9d39-b407b02db791,18.87,2026-04-15,BATCH-2026-04-15,settled,net_banking
SET-d64357f2-b79b-44c1-996e-efbde10226d6,TXN-e4d06db8-2c8d-4daf-ad2b-bbd402be72b9,15.48,2026-04-15,BATCH-7b69043a-e1ad-4b45-9157-3c20c645da72,settled,credit_card
SET-5304005a-f518-4c72-a420-5e3f150356a2,TXN-f499bddd-0ead-4ca4-b3a8-7707f929a750,60.23,2026-04-15,BATCH-e0951281-5fbe-47df-9e30-5cf92cc80385,settled,credit_card
SET-4f0059f3-23e4-469a-b8ab-b62260bf39c7,TXN-fdc095de-99b4-4f4b-a66b-0b59f132c6a0,22.06,2026-04-15,BATCH-42aceb82-ae1d-4cb3-8d7e-bb112dc922da,settled,credit_card
SET-8056e147-692f-4c60-ae5c-708a2e457b6f,TXN-45d360ff-f4fb-4b58-89b4-cfe06dab5e62,16.69,2026-04-15,BATCH-203b8c1b-1c6a-4337-bfe1-0df3c5a852e4,settled,UPI
SET-0e171052-f5a8-4d60-a2d4-db29a2849f61,TXN-e9971e5c-13e5-48d0-9a64-b7fff3667211,157.75,2026-04-15,BATCH-c3c2c6f0-592e-4f89-9732-9a9ef039e96f,settled,credit_card
SET-e19ce8bc-4892-4b3a-b111-d8895a6cfd06,TXN-caa1576a-ba30-44c1-a43c-9bbd14b07120,20.76,2026-04-15,BATCH-2026-04-15,settled,net_banking
SET-230c3d11-9817-486c-927d-91e589d56492,TXN-77fb2e52-a0b9-4417-86bf-d132149a2a1e,138.14,2026-04-16,BATCH-5fd45b25-7bce-4397-b346-75834f2fc8ee,settled,credit_card
SET-fa8a60c3-14e4-4b36-bc5d-7141ca1e59d4,TXN-74a65cff-3bb1-4e9a-88aa-1307c5829240,20.22,2026-04-16,BATCH-dc23a01e-c0cc-429b-8c9a-8ae1f0b0ef42,settled,credit_card
SET-f79559fc-ea07-41c4-b4f8-9156be1ea191,TXN-ff4e00f3-1a17-4bee-99d8-5f1ef4272c2f,531.2,2026-04-16,BATCH-91b6d12c-a9bb-4bb7-a58e-c38eb1d3472a,settled,wallet
SET-4700d8bd-f156-4f74-9551-c3d7c380dcc1,TXN-347f6488-d93d-4697-8e58-be0e03549f2f,30.02,2026-04-16,BATCH-ef22ecba-262c-4be7-8191-b0532ac55d7d,settled,wallet
SET-135d967e-036a-463f-a290-c4653d27d266,TXN-2c11cd0b-1862-4781-a5aa-6530a537ff34,336.96,2026-04-16,BATCH-b2ea0ab7-c8da-482e-94e4-ab8c439be64b,settled,UPI
SET-8012d22e-b8b9-4592-a63c-e7d7f36e399a,TXN-a05abc70-3e60-4283-9a0b-23dfd7af5ade,8.66,2026-04-16,BATCH-66c1df70-f7b8-4874-b03e-5044a89fd4d8,settled,UPI
SET-d981b3bc-e193-4ea5-8b64-5a8be0336853,TXN-839fb9de-fec2-4fc5-9354-2e7fec11cc70,58.74,2026-04-16,BATCH-0444679b-1025-4a73-94d5-51f731832458,settled,UPI
SET-560c6922-878f-441b-a7e6-6bfc10593bf6,TXN-f06d6a43-f111-4f73-9a84-19fbcd6eb599,70.35,2026-04-16,BATCH-41c39f02-5ab7-4473-bdd8-5f9136e0d6bf,settled,wallet
SET-5fd8e12e-de90-4682-994a-1a9e67c81374,TXN-7b6802a5-2227-4a6f-ac47-d53327bf793c,139.23,2026-04-16,BATCH-58fecd98-3bba-4460-b4a1-40188506b7be,settled,UPI
SET-226ac202-5583-4eba-a6be-a771aae1f246,TXN-1f463c4d-3914-446d-86e2-e223fa1b6f7e,57.32,2026-04-16,BATCH-cb1c4b67-56d0-4881-8349-a253bc4a0a32,settled,UPI
SET-fd20466c-33fd-409a-9dde-df4f0bcf9292,TXN-a00056e8-50b5-4a03-a167-bfd9dca0a11b,44.12,2026-04-16,BATCH-54f44f9e-b063-436f-b5a7-6d01da1f92cf,settled,UPI
SET-ce6fee11-4b41-4a38-9d39-f7dc8dab2de2,TXN-fe71a686-3465-4f97-9313-e4a8637c27d9,110.65,2026-04-16,BATCH-288f38bc-bfa5-4ae3-9a50-3b8cff09fba6,settled,UPI
SET-ae112fdc-9d09-4df4-bb9a-7ee3bdc5d348,TXN-43a52df6-9544-4efe-91f7-a32a2ce69f23,84.39,2026-04-16,BATCH-9a09c54d-ffc6-49fe-bb07-062f7bf62147,settled,UPI
SET-4bae1945-db51-41f5-956a-18237a7b0a1a,TXN-d4adf970-293e-4cae-90a1-619ae0bba591,108.1,2026-04-16,BATCH-b1948aa6-c446-4f0f-aec9-71a95e304026,settled,UPI
SET-1118ce1a-38be-44cf-86a4-daf5aa90fa06,TXN-829dc1ca-0116-4cb6-83f7-5150936ccc72,209.0,2026-04-16,BATCH-7f5e870b-9265-43dc-8640-de9f2e60aa09,settled,UPI
SET-62f45a65-8cf8-42c6-9461-6242c61ccf1c,TXN-1d7b65d4-b8da-4104-94f0-817208e0b016,47.16,2026-04-16,BATCH-aaaf92ce-25fd-48f7-8324-e5a56e4a6a7e,settled,credit_card
SET-a658a122-30ce-4bff-9276-26c311e025b1,TXN-c4b9bf50-6710-4333-a7b9-1b36e16b89a3,15.23,2026-04-16,BATCH-a757a183-0041-48a7-97a4-f0d7cf6c50d5,settled,UPI
SET-4bc7890d-7916-4b3a-ab27-b5cd1b261b3a,TXN-566fa0a9-69bc-488b-bc3e-ad0a5f619dcf,162.21,2026-04-16,BATCH-3eddc2cd-7359-4839-b7b6-71e65df7e5fd,settled,UPI
SET-a031c415-6e3d-4314-a3f4-20f4fbd84ff4,TXN-eb883859-24b3-4723-b7d9-b0b24368685d,33.38,2026-04-16,BATCH-2026-04-16,settled,net_banking
SET-2bd5dfce-f153-4dfb-9630-306abd8eec82,TXN-7f243d8f-9155-4286-9d2d-207c808a14d7,66.49,2026-04-16,BATCH-2026-04-16,settled,net_banking
SET-f8ed3fc0-1221-407c-a783-b7ad26503098,TXN-868e2996-2a9e-48fb-a04c-a4dff87bd380,16.52,2026-04-16,BATCH-2026-04-16,settled,net_banking
SET-d2b156b9-9aef-4eed-90d9-ebf50956a0bd,TXN-f13afcd3-532f-4f9a-984a-9cb2a917829c,148.01,2026-04-16,BATCH-5ce26343-dbef-4b95-af75-c0f54e71be70,settled,credit_card
SET-faa3e0dd-bfd0-4b0f-9757-2190fc857a3f,TXN-b4bed844-bfc3-4854-99ee-5004a689c061,4.99,2026-04-16,BATCH-23212d85-c641-40e5-8083-4d06c07488c7,settled,credit_card
SET-72247461-0b2c-4540-803e-83b16653f428,TXN-e690092c-2f16-4f9a-b56d-311368277763,605.43,2026-04-16,BATCH-aab2ab81-07f9-4c88-b731-edc871cab149,settled,credit_card
SET-367352ad-e678-4f7b-8de6-0f7be04d34cd,TXN-abed90a4-7759-4eba-9503-3cccd86b049a,116.83,2026-04-16,BATCH-2026-04-16,settled,net_banking
SET-2757a720-0774-4b45-91cf-732db94fc98c,TXN-efd40e53-19e7-484a-949c-458c0de57bad,114.75,2026-04-16,BATCH-a28d5a5d-76b2-4f26-9c23-2397c18ccd06,settled,UPI
SET-7bb31200-58a3-40d6-840a-f0d840b2a0db,TXN-75c07b9f-b40f-4470-bc9a-2fb6383f1c8b,58.99,2026-04-16,BATCH-2bf9aa8f-347d-4dc6-9ae7-f2af6658622f,settled,UPI
SET-a21e1e1d-00e7-4ef5-8bcb-a5f197885138,TXN-ba91c6a9-74ed-4990-a62d-f481de7bfc5d,24.86,2026-04-16,BATCH-291ceb89-855a-4485-8603-a610e4858475,settled,UPI
SET-453a98bb-4f7e-4102-ab5f-e2ab3e1fe4fd,TXN-2bb0fec1-027e-4e86-8969-514e041a6c76,127.32,2026-04-17,BATCH-e4040c7f-e6c0-4794-92ad-9ffe5c5cbe51,settled,UPI
SET-e7c2b6c2-8587-4646-812b-e34d423c5e65,TXN-943f130f-a414-42e2-8730-8a9478c83195,15.84,2026-04-17,BATCH-56974352-12ac-4d76-b9dc-b127f669d38b,settled,UPI
SET-3b99b4ff-f7fb-43cf-b02e-1b4d58b72389,TXN-0f1adf4e-965e-4d96-88dc-bbd1f03e9c6d,14.84,2026-04-17,BATCH-f4b415e1-32ac-49b7-b420-6cb00c0dbb0d,settled,credit_card
SET-aa94441a-f102-488c-8d0b-1f7c5eb8765c,TXN-f1781db1-3578-4147-a8f5-15ba8d1d81a0,31.94,2026-04-17,BATCH-59a1a6e1-e2a1-42c4-a2c8-e1a00a7688bb,settled,credit_card
SET-dce99335-0418-4c70-923e-dcd0e9890264,TXN-d44a9c73-7d08-4c4f-886a-f2d69bd10ae6,447.39,2026-04-17,BATCH-2026-04-17,settled,net_banking
SET-e6893d89-701d-4fed-9ae5-3ed9e9e7cfa0,TXN-a186388f-b89e-4154-ae36-ef510d2fe1c1,158.51,2026-04-17,BATCH-2026-04-17,settled,net_banking
SET-8abe2c12-3ab1-44e1-8f0a-c7933fce665c,TXN-cbeb3b0f-974f-4d00-9f23-93a42d8c364f,4.15,2026-04-17,BATCH-ca3d7eb5-539d-4957-9861-4b4f7d89b088,settled,credit_card
SET-66a3189c-1779-4eb5-94be-68f959163ad8,TXN-cc0e754c-e4d3-481c-9f05-7fcc5e44bf75,8.58,2026-04-17,BATCH-2026-04-17,settled,net_banking
SET-adcfe777-5fb4-4839-9f37-e0d8afbe677c,TXN-af44bbb2-c7d7-4098-a664-36f3ca210955,118.52,2026-04-17,BATCH-8cdb0a9f-a915-45ba-b99b-caaaf10f13b0,settled,UPI
SET-814ba053-88a7-40c3-9c61-4be70fa2c976,TXN-815335a9-604e-4de4-bf0d-91445a7d61ca,67.08,2026-04-17,BATCH-d1d03b75-bdff-4a87-9373-8306169f11b3,settled,UPI
SET-21489994-7f33-4f0c-abea-fcb4a5eb28ec,TXN-649eb334-7bfb-46e2-8811-60dcc369c81e,55.23,2026-04-17,BATCH-efdc3575-89f6-4b87-815f-cb7d9464d21e,settled,credit_card
SET-6f5bc8a0-56c2-46fc-97eb-0c04e9ac116f,TXN-d6d8a640-390f-4f03-8035-702db650befc,1176.12,2026-04-17,BATCH-6b2143ca-cdb5-4d16-8e38-c5e471441e56,settled,wallet
SET-01491582-1ca2-4147-a178-22794aeb247b,TXN-dfc46d04-5491-4543-9117-20587ed698da,58.23,2026-04-17,BATCH-c2b647f2-19a5-40aa-8a37-b7fac1e1f67b,settled,wallet
SET-370d8c55-dc0e-4da0-9a4b-60887c1a9ad1,TXN-da394bb3-bbb5-42f0-a3b7-dd709cb20821,23.66,2026-04-17,BATCH-ef2a6f04-ca30-4923-ad3b-da14af0e4e0d,settled,wallet
SET-256eee4c-db9f-46e0-8f59-71dcbf7ba0de,TXN-6548d5ef-8b1d-4b06-9212-27699befb2ae,247.96,2026-04-17,BATCH-2026-04-17,settled,net_banking
